wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
0.001,3.65174127255,0.646671902918,0.999985696191,0.264975706742,0.259701855119,3.93291816986e-09,0.259701869481,0.704023703054
