x,uT_target,uT_rollout
0,0,0
0.0314159265359,0.0314107611775,0.0308112657656
0.0628318530718,0.0627905204892,0.0609773937126
0.0942477796077,0.0941083133221,0.090501561002
0.125663706144,0.125333234668,0.119387506701
0.157079632679,0.156434476376,0.147639410461
0.188495559215,0.187381312251,0.17526177384
0.219911485751,0.218143239617,0.20225930599
0.251327412287,0.248689904809,0.228636815535
0.282743338823,0.278991103172,0.254399109101
0.314159265359,0.309017002583,0.279550897655
0.345575191895,0.338737905025,0.30409671102
0.376991118431,0.368124544621,0.328040820757
0.408407044967,0.397147893906,0.351387172071
0.439822971503,0.425779283047,0.374139324887
0.471238898038,0.453990519047,0.396300403752
0.502654824574,0.481753706932,0.41787305726
0.53407075111,0.509041428566,0.43885942665
0.565486677646,0.535826802254,0.459261124119
0.596902604182,0.562083363533,0.479079219801
0.628318530718,0.587785243988,0.498314238224
0.659734457254,0.61290705204,0.516966163492
0.69115038379,0.637423992157,0.535034452771
0.722566310326,0.661311864853,0.552518057653
0.753982236862,0.684547126293,0.569415452783
0.785398163397,0.707106769085,0.585724670432
0.816814089933,0.7289686203,0.601443340615
0.848230016469,0.750111043453,0.616568735291
0.879645943005,0.770513236523,0.63109781558
0.911061869541,0.790154993534,0.645027280495
0.942477796077,0.809017002583,0.658353617076
0.973893722613,0.82708054781,0.671073148682
1.00530964915,0.844327926636,0.683182083245
1.03672557568,0.860741972923,0.694676557986
1.06814150222,0.876306653023,0.705552681995
1.09955742876,0.891006529331,0.715806574296
1.13097335529,0.904827058315,0.72543439867
1.16238928183,0.917754650116,0.73443239443
1.19380520836,0.929776489735,0.742796902584
1.2252211349,0.940880775452,0.750524388304
1.25663706144,0.951056540012,0.757611459549
1.28805298797,0.960293710232,0.764054882034
1.31946891451,0.968583166599,0.769851591245
1.35088484104,0.975916743279,0.774998701566
1.38230076758,0.982287228107,0.779493513055
1.41371669412,0.987688362598,0.78333351553
1.44513262065,0.992114722729,0.786516391859
1.47654854719,0.995561957359,0.789040019539
1.50796447372,0.99802672863,0.790902470879
1.53938040026,0.999506533146,0.792102012867
1.57079632679,1,0.792637106327
1.60221225333,0.999506533146,0.79250640468
1.63362817987,0.99802672863,0.791708752843
1.6650441064,0.995561957359,0.790243186113
1.69646003294,0.992114722729,0.78810892855
1.72787595947,0.987688362598,0.785305392946
1.75929188601,0.982287228107,0.781832180188
1.79070781255,0.975916743279,0.777689079394
1.82212373908,0.968583166599,0.77287606878
1.85353966562,0.960293650627,0.767393316621
1.88495559215,0.951056480408,0.761241183378
1.91637151869,0.940880775452,0.754420223993
1.94778744523,0.929776489735,0.746931191198
1.97920337176,0.917754650116,0.738775039005
2.0106192983,0.904826998711,0.729952927395
2.04203522483,0.891006469727,0.720466227034
2.07345115137,0.876306712627,0.710316525119
2.10486707791,0.860742092133,0.699505631203
2.13628300444,0.84432798624,0.688035584222
2.16769893098,0.827080607414,0.675908659226
2.19911485751,0.809017002583,0.663127375278
2.23053078405,0.790155053139,0.649694502947
2.26194671058,0.770513236523,0.635613072815
2.29336263712,0.750111103058,0.620886383655
2.32477856366,0.7289686203,0.605518010936
2.35619449019,0.707106769085,0.589511815374
2.38761041673,0.684547066689,0.572871951432
2.41902634326,0.661311864853,0.555602875681
2.4504422698,0.637423932552,0.53770935513
2.48185819634,0.612906992435,0.519196474729
2.51327412287,0.587785184383,0.500069644828
2.54469004941,0.562083303928,0.480334608075
2.57610597594,0.535826742649,0.459997445821
2.60752190248,0.509041309357,0.439064583401
2.63893782902,0.481753766537,0.417542794925
2.67035375555,0.453990608454,0.39543920694
2.70176968209,0.425779372454,0.372761301954
2.73318560862,0.39714795351,0.349516919625
2.76460153516,0.368124604225,0.325714258086
2.79601746169,0.33873796463,0.301361873459
2.82743338823,0.309017032385,0.276468678687
2.85884931477,0.278991132975,0.251043941032
2.8902652413,0.248689904809,0.225097278559
2.92168116784,0.218143239617,0.198638655163
2.95309709437,0.18738129735,0.171678375433
2.98451302091,0.156434446573,0.144227077514
3.01592894745,0.125333204865,0.116295726143
3.04734487398,0.094108261168,0.0878956035459
3.07876080052,0.0627904608846,0.0590383005761
3.11017672705,0.0314106829464,0.0297357067227
3.14159265359,-8.74227765735e-08,0
