wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
0.1,0.00316227766017,0.588429760453,0.991981853119,0.0862745755338,0.0885552483739,99.9201201937,0.404530412264,0.403088918502
