wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
1,0.00316227766017,0.482692871862,1.40437326049,0.0323363031883,0.0339240944036,1556.11502141,4.95479186327,0.247796467379
