alpha,residual,regularization
1e-06,0.00100335843621,2.2871040481
2.73841963426e-06,0.000972307327128,2.21156491924
7.49894209332e-06,0.00127694614841,2.10156171721
2.05352502646e-05,0.00148631283769,1.95684639977
5.6234132519e-05,0.00275708860235,1.77566227445
0.000153992652606,0.0036767628334,1.65946336356
0.000421696503429,0.00499527185087,1.60927477034
0.00115478198469,0.00902297099524,1.53071017189
0.00316227766017,0.019773021962,1.27176768813
0.0086596432336,0.030493160296,0.485689489975
0.0237137370566,0.0191621665167,0.0772539145083
0.0649381631576,0.0298589572892,0.0491300379221
0.177827941004,0.0309969338993,0.0309968411479
0.486967525166,0.0273440212663,0.0153521957093
1.33352143216,0.0518531367556,0.0159508797141
3.65174127255,0.403560032391,0.0654309482595
10,0.430142013575,0.0237750235111
