wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
10,0.0237137370566,0.71839739728,20.2856316706,0.00109256419819,0.0023005931944,3241.70831075,76.8753190885,0.231348292325
