x,uT_target,uT_pinn
0,0,0.000266866758466
0.0317332595587,0.0317279323936,0.0313723571599
0.0634665191174,0.0634239241481,0.0627094358206
0.095199778676,0.0950560420752,0.0941748470068
0.126933038235,0.126592457294,0.125676840544
0.158666297793,0.15800139308,0.157136529684
0.190399557352,0.189251244068,0.188485115767
0.222132816911,0.220310539007,0.21966356039
0.253866076469,0.251147985458,0.250621318817
0.285599350929,0.281732589006,0.281314253807
0.317332595587,0.312033444643,0.311704158783
0.349065840244,0.342020124197,0.341757059097
0.380799114704,0.371662467718,0.371441662312
0.412532389164,0.400930553675,0.400730073452
0.444265633821,0.42979490757,0.429595172405
0.475998878479,0.458226531744,0.458011984825
0.507732152939,0.486196756363,0.485955476761
0.539465427399,0.513677418232,0.513401687145
0.571198701859,0.540640830994,0.540326952934
0.602931916714,0.567059874535,0.56670743227
0.634665191174,0.592907965183,0.592519700527
0.666398465633,0.618158996105,0.617740213871
0.698131680489,0.642787575722,0.642345488071
0.729864954948,0.666768968105,0.666311979294
0.761598229408,0.690079033375,0.689616441727
0.793331503868,0.712694168091,0.712236046791
0.825064778328,0.734591722488,0.734147310257
0.856797993183,0.755749583244,0.755327641964
0.888531267643,0.7761464715,0.775754570961
0.920264542103,0.795761823654,0.795406460762
0.951997756958,0.814575910568,0.814261734486
0.983731031418,0.83256983757,0.832299530506
1.01546430588,0.849725425243,0.849500179291
1.04719758034,0.866025388241,0.865844249725
1.0789308548,0.88145339489,0.881313681602
1.11066412926,0.895993828773,0.895891666412
1.14239740372,0.909632027149,0.909562051296
1.17413055897,0.922354280949,0.922309994698
1.20586383343,0.934147834778,0.93412232399
1.23759710789,0.945000827312,0.944986879826
1.26933038235,0.954902231693,0.954892396927
1.30106365681,0.963842153549,0.963829874992
1.33279693127,0.971811592579,0.971790850163
1.36453020573,0.978802442551,0.978768348694
1.39626336098,0.984807729721,0.984756708145
1.42799663544,0.989821434021,0.989751458168
1.4597299099,0.993838429451,0.993749022484
1.49146318436,0.996854782104,0.996747016907
1.52319645882,0.998867332935,0.998743891716
1.55492973328,0.99987411499,0.999738931656
1.58666300774,0.99987411499,0.999732136726
1.6183962822,0.998867332935,0.998724937439
1.65012955666,0.996854782104,0.996718406677
1.68186283112,0.993838429451,0.993715047836
1.71359610558,0.989821434021,0.989717721939
1.74532938004,0.984807729721,0.984730124474
1.77706253529,0.978802442551,0.978756070137
1.80879580975,0.971811592579,0.971801102161
1.84052908421,0.963842153549,0.963870584965
1.87226235867,0.954902231693,0.954971015453
1.90399563313,0.945000767708,0.945109903812
1.93572890759,0.934147834778,0.934295475483
1.96746218204,0.922354280949,0.92253702879
1.9991953373,0.909631967545,0.909845173359
2.03092861176,0.895993769169,0.896230995655
2.06266188622,0.881453335285,0.881707727909
2.09439516068,0.866025388241,0.86628895998
2.12612843513,0.849725365639,0.849990129471
2.15786170959,0.832569777966,0.832828104496
2.18959498405,0.814575910568,0.814820230007
2.22132825851,0.79576176405,0.795986294746
2.25306153297,0.776146352291,0.776346504688
2.28479480743,0.755749464035,0.755922615528
2.31652784348,0.734591782093,0.734737694263
2.34826135635,0.712694048882,0.712814807892
2.3799943924,0.690079033375,0.690179467201
2.41172790527,0.666768848896,0.66685628891
2.44346094131,0.642787635326,0.642871618271
2.47519421577,0.618158996105,0.618251442909
2.50692749023,0.592907905579,0.593021690845
2.53866076469,0.56705981493,0.567208409309
2.57039403915,0.540640771389,0.540837347507
2.60212731361,0.513677358627,0.513932883739
2.63386058807,0.486196666956,0.48651945591
2.66559386253,0.458226442337,0.458620369434
2.69732713699,0.429794818163,0.430258452892
2.72906041145,0.400930434465,0.401455819607
2.76079368591,0.371662318707,0.372234582901
2.79252696037,0.342020004988,0.342617750168
2.82426023483,0.312033295631,0.312629520893
2.85599327087,0.281732618809,0.282296657562
2.88772678375,0.251147776842,0.251648664474
2.91945981979,0.220310553908,0.220722556114
2.95119309425,0.189251244068,0.189559683204
2.98292636871,0.158001378179,0.158211037517
3.01465964317,0.126592427492,0.126736879349
3.04639291763,0.0950560048223,0.0952081382275
3.07812619209,0.0634238645434,0.0637075379491
3.10985946655,0.031727861613,0.0323290862143
3.14159274101,-8.74227765735e-08,0.00117843411863
