wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel,coeff_A,coeff_B,coeff_C
1000,5.6234132519e-05,0.0524159490095,0.216527219661,2.02222374266e-07,1.04430740786e-05,9.02711995704,0.000518075334008,0.00364012672579,-0.821673682401,0.463083835638,1.81692150637
