alpha,residual,regularization
1e-06,0.0162076715849,5.26414343029
2.73841963426e-06,0.0155406521271,4.41842180083
7.49894209332e-06,0.0146503546992,3.68178653661
2.05352502646e-05,0.0139168031683,3.10666249106
5.6234132519e-05,0.0141952886243,2.73307080365
0.000153992652606,0.016179698277,2.24492966183
0.000421696503429,0.0190918151051,1.7996718293
0.00115478198469,0.0234793740688,1.44019237982
0.00316227766017,0.0294162187436,1.27640650717
0.0086596432336,0.0476846635877,1.16921268933
0.0237137370566,0.0842358024527,0.974391948168
0.0649381631576,0.147612750383,0.732556965895
0.177827941004,0.201632014428,0.391630556931
0.486967525166,0.249328227516,0.185479454039
1.33352143216,0.267771353007,0.0762933776834
3.65174127255,0.400017191915,0.0523354076652
10,0.804000313393,0.0487155544128
