x,y,u_true,u_pred,abs_error
0,0,0,0.0036304295063,0.0036304295063
0.0101010100916,0,0.0634239315987,0.0671429410577,0.00371900945902
0.0202020201832,0,0.126592472196,0.130282759666,0.00369028747082
0.0303030312061,0,0.189251288772,0.192808791995,0.00355750322342
0.0404040403664,0,0.251148015261,0.254478335381,0.00333032011986
0.0505050495267,0,0.312033474445,0.315050303936,0.00301682949066
0.0606060624123,0,0.371662557125,0.374288976192,0.00262641906738
0.0707070678473,0,0.429794967175,0.431961923838,0.00216695666313
0.0808080807328,0,0.486196815968,0.487845987082,0.00164917111397
0.0909090936184,0,0.540640890598,0.541725337505,0.00108444690704
0.101010099053,0,0.592908024788,0.593392908573,0.000484883785248
0.111111111939,0,0.642787694931,0.642652750015,0.000134944915771
0.121212124825,0,0.690079092979,0.689318537712,0.000760555267334
0.13131313026,0,0.734591782093,0.733214497566,0.00137728452682
0.141414135695,0,0.776146531105,0.77417755127,0.00196897983551
0.151515156031,0,0.814576089382,0.812055587769,0.00252050161362
0.161616161466,0,0.849725544453,0.846709370613,0.00301617383957
0.171717166901,0,0.881453514099,0.878010869026,0.00344264507294
0.181818187237,0,0.909632146358,0.905845046043,0.00378710031509
0.191919192672,0,0.934147894382,0.930109381676,0.00403851270676
0.202020198107,0,0.954902350903,0.950714588165,0.00418776273727
0.212121218443,0,0.971811652184,0.967582345009,0.00422930717468
0.222222223878,0,0.984807908535,0.980648517609,0.00415939092636
0.232323229313,0,0.99383854866,0.989861607552,0.0039769411087
0.242424249649,0,0.998867452145,0.995182514191,0.00368493795395
0.252525240183,0,0.9998742342,0.996587157249,0.00328707695007
0.262626260519,0,0.996854901314,0.99406337738,0.00279152393341
0.272727280855,0,0.98982155323,0.987612366676,0.00220918655396
0.282828271389,0,0.97880256176,0.977250576019,0.00155198574066
0.292929291725,0,0.963842213154,0.963007330894,0.000834882259369
0.303030312061,0,0.945000886917,0.944925665855,7.52210617065e-05
0.313131302595,0,0.922354400158,0.923062682152,0.000708281993866
0.323232322931,0,0.895993888378,0.897489905357,0.00149601697922
0.333333343267,0,0.86602550745,0.868292450905,0.00226694345474
0.343434333801,0,0.83256983757,0.83556842804,0.00299859046936
0.353535354137,0,0.795761823654,0.799432635307,0.00367081165314
0.363636374474,0,0.755749583244,0.760010838509,0.00426125526428
0.373737365007,0,0.7126942873,0.717445731163,0.00475144386292
0.383838385344,0,0.666769087315,0.671893000603,0.00512391328812
0.39393940568,0,0.618158876896,0.623522639275,0.00536376237869
0.404040396214,0,0.567059874535,0.572520017624,0.00546014308929
