wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
0.001,1.33352143216,0.102751423617,0.999779012929,0.0315218865871,0.0315719074431,2.38410658509e-09,0.0315719106224,0.794051819294
