x,t,u_true,u_pinn,abs_error
0,0,0,0.248942419887,0.248942419887
0.448798954487,0,0.433883756399,0.26008155942,0.17380219698
0.897597908974,0,0.781831502914,0.26863348484,0.513198018074
1.34639692307,0,0.974927961826,0.266074717045,0.708853244781
1.79519581795,0,0.974927902222,0.249286696315,0.725641191006
2.24399471283,0,0.781831502914,0.221997275949,0.559834241867
2.69279384613,0,0.433883607388,0.190666243434,0.243217363954
3.14159274101,0,-8.74227765735e-08,0.161051511765,0.161051601171
0,0.142857149243,0,0.175148293376,0.175148293376
0.448798954487,0.142857149243,0.495867162943,0.188206270337,0.307660877705
0.897597908974,0.142857149243,0.893521785736,0.204307302833,0.689214468002
1.34639692307,0.142857149243,1.11420345306,0.212877526879,0.901325941086
1.79519581795,0.142857149243,1.11420333385,0.206559240818,0.907644093037
2.24399471283,0.142857149243,0.893521785736,0.18736332655,0.706158459187
2.69279384613,0.142857149243,0.495867013931,0.161910280585,0.333956718445
3.14159274101,0.142857149243,-9.99117517608e-08,0.136325478554,0.136325582862
0,0.285714298487,0,0.0957519039512,0.0957519039512
0.448798954487,0.285714298487,0.557850539684,0.10543371737,0.452416837215
0.897597908974,0.285714298487,1.00521194935,0.123203888535,0.882008075714
1.34639692307,0.285714298487,1.25347876549,0.139960438013,1.11351835728
1.79519581795,0.285714298487,1.25347876549,0.145293325186,1.1081854105
2.24399471283,0.285714298487,1.00521194935,0.137759432197,0.867452502251
2.69279384613,0.285714298487,0.55785036087,0.121813975275,0.436036378145
3.14159274101,0.285714298487,-1.12400712737e-07,0.102675423026,0.102675534785
0,0.428571462631,0,0.0215985942632,0.0215985942632
0.448798954487,0.428571462631,0.619833946228,0.0229322984815,0.596901655197
0.897597908974,0.428571462631,1.11690223217,0.033789999783,1.08311223984
1.34639692307,0.428571462631,1.39275431633,0.0502055250108,1.3425488472
1.79519581795,0.428571462631,1.39275419712,0.0637841150165,1.32897007465
2.24399471283,0.428571462631,1.11690223217,0.069633923471,1.04726827145
2.69279384613,0.428571462631,0.619833767414,0.0665057301521,0.553328037262
3.14159274101,0.428571462631,-1.24889680819e-07,0.0563842467964,0.0563843734562
0,0.571428537369,0,-0.0396623499691,0.0396623499691
0.448798954487,0.571428537369,0.681817293167,-0.0486419424415,0.730459213257
0.897597908974,0.571428537369,1.22859227657,-0.0505526326597,1.27914488316
1.34639692307,0.571428537369,1.53202962875,-0.0437767542899,1.57580637932
1.79519581795,0.571428537369,1.53202950954,-0.0300878547132,1.56211733818
2.24399471283,0.571428537369,1.22859227657,-0.0144707281142,1.24306297302
2.69279384613,0.571428537369,0.681817054749,-0.00484266364947,0.686659693718
3.14159274101,0.571428537369,-1.37378648901e-07,-0.0047214650549,0.00472132768482
0,0.714285731316,0,-0.0863667428493,0.0863667428493
0.448798954487,0.714285731316,0.743800759315,-0.104559861124,0.848360598087
0.897597908974,0.714285731316,1.34028255939,-0.119498431683,1.45978093147
1.34639692307,0.714285731316,1.67130506039,-0.126205787063,1.79751086235
1.79519581795,0.714285731316,1.67130494118,-0.12061997503,1.79192495346
2.24399471283,0.714285731316,1.34028255939,-0.104375883937,1.44465839863
2.69279384613,0.714285731316,0.743800461292,-0.087613299489,0.83141374588
3.14159274101,0.714285731316,-1.49867616983e-07,-0.0790377259254,0.0790375769138
0,0.857142865658,0,-0.120579130948,0.120579130948
0.448798954487,0.857142865658,0.805784165859,-0.145448446274,0.951232612133
0.897597908974,0.857142865658,1.45197284222,-0.170163199306,1.62213599682
1.34639692307,0.857142865658,1.81058061123,-0.188740432262,1.99932098389
1.79519581795,0.857142865658,1.81058049202,-0.194795280695,2.00537586212
2.24399471283,0.857142865658,1.45197284222,-0.186485588551,1.63845849037
2.69279384613,0.857142865658,0.805783867836,-0.17107963562,0.976863503456
3.14159274101,0.857142865658,-1.62356585065e-07,-0.158898726106,0.158898562193
0,1,0,-0.145904481411,0.145904481411
0.448798954487,1,0.867767512798,-0.175005197525,1.04277276993
0.897597908974,1,1.56366300583,-0.205829694867,1.7694927454
1.34639692307,1,1.94985592365,-0.232699349523,2.18255519867
1.79519581795,1,1.94985580444,-0.249281615019,2.19913744926
2.24399471283,1,1.56366300583,-0.251961350441,1.81562435627
2.69279384613,1,0.867767214775,-0.243850469589,1.11161768436
3.14159274101,1,-1.74845553147e-07,-0.233346611261,0.233346432447
