wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
1,0.0001,1.03295595839,1.02276838562,3.61796784062,2.15197264319,0.381927222173,2.15201083591,0.830711462219
