epoch,loss_total,loss_pde,loss_bc,loss_ic,loss_obj
1,0.825651425403,0.199565051123,0.0351133138873,0.0940397100523,0.049693335034
2,0.426464619208,0.0263093217276,0.0379894845188,0.0209853263572,0.0341180486605
3,0.349867768493,0.0232295888476,0.0507858276367,0.0281589865685,0.024769336544
4,0.307057656348,0.0207141747698,0.0356073606759,0.0296866631135,0.0221049457788
5,0.282765858993,0.0252147004008,0.0246157664806,0.03545608446,0.0197479307652
6,0.267654396221,0.0332251599059,0.0222605502233,0.035268895328,0.0176899790764
7,0.256753703766,0.0385760724545,0.0217201750726,0.0280159836635,0.0168441472575
8,0.248211961612,0.0422644272447,0.0184039952233,0.0246693415567,0.0162874197587
9,0.241201322898,0.0446621179581,0.0159497644752,0.0222740501165,0.0158315390348
10,0.233069869131,0.044143415615,0.0150332853198,0.0201551808044,0.0153737987392
11,0.221588039305,0.0396138135344,0.0139991165139,0.0191412765533,0.0148833832704
12,0.205347100087,0.0316770797595,0.0126739149913,0.0180721653625,0.0142923939973
13,0.182573633734,0.0217792309821,0.0107343067415,0.0165071070194,0.0133552988991
14,0.155016952008,0.0138777499087,0.00853336947039,0.0140698194504,0.0118536013179
15,0.128542083921,0.0100315009244,0.00692794923671,0.0103182463907,0.0101264387369
16,0.109172498435,0.00906923897564,0.00630351072177,0.00656688148156,0.00872328672558
17,0.0972615791019,0.00777632589452,0.0063801350072,0.00403889613226,0.00790662220679
18,0.089460167638,0.00553837548941,0.00655701514333,0.00298287698533,0.00743819000199
19,0.0842621109448,0.00423030713573,0.0062719150912,0.00288487314247,0.00708750155754
20,0.0811533066444,0.00469855861738,0.00573634849861,0.00298818694428,0.00677302125841
21,0.0790440621087,0.00523431822658,0.0054122583475,0.00290343014058,0.00654940553941
22,0.0772752610501,0.00532551514916,0.00505445185117,0.00274632410146,0.00641489699483
23,0.0754124619998,0.00491301859729,0.00467116208747,0.00254348278977,0.00632847985253
24,0.0737494842615,0.00446746908128,0.00442402227782,0.00235122265294,0.00625067702495
25,0.07223085023,0.00411260067485,0.0042484366335,0.00220080644358,0.0061669006478
26,0.0706254773075,0.00361018469557,0.00399045622908,0.00207059576642,0.00609542406164
27,0.0691354643903,0.00324738000054,0.00373643003404,0.00194506925764,0.00602065850981
28,0.0678969587083,0.00306590199471,0.00355106147472,0.00179965129355,0.00594803439453
29,0.0665137313306,0.00268501432147,0.00334131675772,0.00167135938536,0.00588160408661
30,0.0653617512318,0.00247919615358,0.00310823887121,0.0015722590615,0.00582020571455
31,0.0643556275871,0.00239056705032,0.00293471172918,0.00147375827655,0.0057556590531
32,0.0633446226944,0.00222124105785,0.00272643140052,0.00139241140569,0.00570045388304
33,0.0624799761572,0.00214799891692,0.00254203916993,0.00131350011798,0.00564764379524
34,0.0616636740742,0.00208888935158,0.00241344368551,0.00122944040922,0.00559319006279
35,0.0608993364149,0.00200979602523,0.00222437654156,0.00118353207363,0.00554816317745
36,0.0602008694434,0.00195311148418,0.0020827902481,0.00111353711691,0.00550514305942
37,0.0595628419658,0.00193240444642,0.00195311100688,0.00105685566086,0.00546204708517
38,0.0590022707998,0.00194730908843,0.00184094444849,0.000994441664079,0.00542195755988
39,0.0583688071813,0.00185536569916,0.00169387512142,0.000957351806574,0.00538622145541
40,0.0577671354054,0.00177021718118,0.00159287458519,0.000908397650346,0.00534956459887
41,0.0571474823111,0.00164478603983,0.00149855099153,0.000852969900006,0.00531511753798
42,0.0565736863588,0.00155339910416,0.00137877623783,0.000825428758981,0.00528160822578
43,0.0560005374253,0.00144852536032,0.00129972349387,0.00077680448303,0.00524754840881
44,0.0554572494933,0.00136561738327,0.00120305153541,0.000741916685365,0.00521466638893
45,0.054885778547,0.00124184261076,0.00112066724105,0.00070086431806,0.00518224043772
46,0.0544688826078,0.00127055119956,0.0010332969483,0.000661082798615,0.00515039516613
47,0.0539706479176,0.0012073134305,0.000951822905336,0.000632710242644,0.00511788013391
48,0.0537609584106,0.0014071315527,0.000894754508045,0.000589622376719,0.00508694499731
49,0.053014599561,0.00108296871185,0.000807910173899,0.000563035334926,0.00505606853403
50,0.0526262306783,0.00108945759712,0.000760010414524,0.00052815467352,0.00502486079931
51,0.0522536031,0.00109744545189,0.000698716548504,0.000503423475311,0.00499540176243
