wJ,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,final_state_rel,coeff_A,coeff_B,coeff_C
100,0.16310044237,0.419831323026,5.30215746328e-07,4.9286100315e-07,0.000897289675251,-0.821673682401,0.463083835638,1.81692150637
