wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
0.01,3.16227766017e-05,0.0686152545824,0.730978333079,2.17927954509e-05,2.15166369648e-05,0.00896154522741,2.18000259075e-05,0.0721975866957
