alpha,residual,regularization
1e-06,0.00334058314609,2.07916412761
2.73841963426e-06,0.00158891282972,1.80734161469
7.49894209332e-06,0.00179663158668,1.41811489897
2.05352502646e-05,0.00688771917004,0.978509780349
5.6234132519e-05,0.00977139133218,0.592632004081
0.000153992652606,0.00361621253196,0.28383069058
0.000421696503429,0.00792080429319,0.187371015887
0.00115478198469,0.00332229541646,0.146540833084
0.00316227766017,0.00175254872832,0.0972382732027
0.0086596432336,0.00147397094109,0.053769981053
0.0237137370566,0.00174084246452,0.0246686653566
0.0649381631576,0.00121531346784,0.00981512258688
0.177827941004,0.00152744265123,0.00369540885102
0.486967525166,0.00858670805498,0.00123625390784
1.33352143216,0.00172090793777,0.000492093587909
3.65174127255,0.00146519710622,0.000198269327282
10,0.00245899031212,0.000124606571714
