wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel,coeff_A,coeff_B,coeff_C
100,7.49894209332e-06,0.0519328153109,0.161525303524,1.3185974472e-07,8.25347125308e-07,5.59704784093,4.2797284778e-05,0.00112737099632,-0.821673682401,0.463083835638,1.81692150637
