x,uT_target,uT_pred,abs_error
0,0,4.70754457638e-07,4.70754457638e-07
0.0250000003725,0.00164493382908,3.96627001464e-06,0.00164096755907
0.0500000007451,0.00328985741362,7.38707603887e-06,0.00328247039579
0.0750000029802,0.00493471790105,1.06658844743e-05,0.00492405192927
0.10000000149,0.00657937675714,1.37935567182e-05,0.00656558340415
0.125,0.00822356436402,1.68033438968e-05,0.00820676144212
0.15000000596,0.00986682996154,1.96915789274e-05,0.00984713807702
0.17499999702,0.0115084806457,2.2500869818e-05,0.0114859798923
0.20000000298,0.0131475310773,2.51513411058e-05,0.0131223797798
0.225000008941,0.0147826187313,2.77153012576e-05,0.0147549035028
0.25,0.0164119228721,3.0090493965e-05,0.0163818318397
0.27500000596,0.0180330853909,3.24200082105e-05,0.0180006660521
0.300000011921,0.0196430683136,3.46313609043e-05,0.0196084361523
0.325000017881,0.0212380569428,3.67093307432e-05,0.0212013479322
0.34999999404,0.0228132903576,3.86726605939e-05,0.022774618119
0.375,0.0243628956378,4.05154569307e-05,0.0243223793805
0.40000000596,0.0258796922863,4.2254847358e-05,0.025837438181
0.425000011921,0.0273549612612,4.38884453615e-05,0.0273110736161
0.450000017881,0.0287781972438,4.5444292482e-05,0.0287327524275
0.47499999404,0.0301368292421,4.68774669571e-05,0.0300899520516
0.5,0.0314159281552,4.82327741338e-05,0.0313676968217
0.525000035763,0.0325978845358,4.9465423217e-05,0.0325484201312
0.550000011921,0.0336621031165,5.05770440213e-05,0.0336115248501
0.574999988079,0.0345847271383,5.15545689268e-05,0.0345331728458
0.600000023842,0.035338409245,5.25487703271e-05,0.0352858603001
0.625,0.0358922109008,5.33676357009e-05,0.035838842392
0.650000035763,0.0362116768956,5.40896871826e-05,0.0361575856805
0.675000011921,0.0362591594458,5.47682720935e-05,0.0362043902278
0.699999988079,0.0359945558012,5.52937126486e-05,0.0359392613173
0.725000023842,0.0353764332831,5.57422026759e-05,0.0353206917644
0.75,0.0343638807535,5.61118940823e-05,0.034307770431
0.775000035763,0.0329188592732,5.6417498854e-05,0.0328624434769
0.800000011921,0.0310093704611,5.65881637158e-05,0.0309527814388
0.824999988079,0.0286131240427,5.67054958083e-05,0.0285564176738
0.850000023842,0.0257215760648,5.6706398027e-05,0.0256648696959
0.875,0.0223438758403,5.6624339777e-05,0.0222872514278
0.900000035763,0.0185101497918,5.65036025364e-05,0.0184536464512
0.925000011921,0.0142734153196,5.62472996535e-05,0.0142171680927
0.949999988079,0.0097095258534,5.59337349841e-05,0.00965359248221
0.975000023842,0.00491457665339,5.55887527298e-05,0.00485898787156
1,-5.49293543983e-09,5.51004341105e-05,5.51059274585e-05
1.02499997616,-0.00491458782926,5.45600050827e-05,0.00496914796531
1.05000007153,-0.0097095509991,5.39467582712e-05,0.00976349785924
1.07500004768,-0.0142734404653,5.32588892384e-05,0.0143266990781
1.10000002384,-0.0185101721436,5.24607603438e-05,0.0185626335442
1.125,-0.0223438832909,5.16604341101e-05,0.0223955437541
1.14999997616,-0.0257215835154,5.07979857503e-05,0.0257723815739
1.17500007153,-0.0286131370813,4.98360750498e-05,0.0286629740149
1.20000004768,-0.031009381637,4.8811925808e-05,0.0310581941158
1.22500002384,-0.0329188667238,4.76770946989e-05,0.032966542989
1.25,-0.0343638807535,4.65467164759e-05,0.0344104282558
1.27499997616,-0.0353764407337,4.53070533695e-05,0.0354217477143
1.30000007153,-0.0359945520759,4.40793519374e-05,0.0360386297107
1.32500004768,-0.0362591631711,4.2747517e-05,0.0363019108772
1.35000002384,-0.0362116731703,4.13641100749e-05,0.0362530387938
1.375,-0.0358922109008,3.98893462261e-05,0.0359321013093
1.39999997616,-0.035338409245,3.84149461752e-05,0.0353768244386
1.42500007153,-0.0345847196877,3.68565088138e-05,0.0346215777099
1.45000004768,-0.0336620956659,3.52717906935e-05,0.0336973667145
1.47500002384,-0.0325978845358,3.36774828611e-05,0.0326315611601
1.5,-0.0314159281552,3.20008257404e-05,0.0314479283988
1.52499997616,-0.0301368292421,3.02378321066e-05,0.0301670674235
1.55000007153,-0.0287781842053,2.84816778731e-05,0.0288066659123
1.57500004768,-0.0273549593985,2.66836286755e-05,0.0273816436529
1.60000002384,-0.025879688561,2.4856737582e-05,0.0259045455605
1.625,-0.0243628919125,2.29765719268e-05,0.0243858676404
1.64999997616,-0.0228132847697,2.10858706851e-05,0.0228343699127
1.67500007153,-0.0212380494922,1.91174913198e-05,0.0212571676821
1.70000004768,-0.019643060863,1.71662104549e-05,0.0196602270007
1.72500002384,-0.0180330760777,1.51668209583e-05,0.0180482435971
1.75,-0.0164119154215,1.31525594043e-05,0.0164250675589
1.77499997616,-0.0147826196626,1.10843975563e-05,0.0147937042639
1.80000007153,-0.0131475236267,8.96751589607e-06,0.0131564913318
1.82500004768,-0.0115084713325,6.91920286044e-06,0.0115153901279
1.85000002384,-0.00986681971699,4.80910239276e-06,0.00987162906677
1.875,-0.00822356343269,2.67436553258e-06,0.00822623819113
1.89999997616,-0.00657937536016,5.44474460185e-07,0.00657991971821
1.92500007153,-0.00493470579386,-1.57316389959e-06,0.00493313279003
