wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
1,0.0001,0.881313048911,1.0182490139,1.46867275426,2.09788148353,0.126612775909,2.09789414481,1.0000000397
