wJ,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,final_state_rel,coeff_A,coeff_B,coeff_C
1,0.135939293937,0.26556845023,6.49243170816e-08,4.3905245433e-08,0.000299840585462,-0.821673682401,0.463083835638,1.81692150637
