noise,alpha,L1,Linf,L2,RMSE,SDE,CV_percent
0.01,nan,0.729372724978288,1.1480188279244175,0.8109962217460103,0.8109962217460103,0.3545939256748247,36.16874510400375
0.03,nan,0.7025129980715215,1.109429674095967,0.7821726967528297,0.7821726967528297,0.34396097706890977,35.08417940790668
0.05,nan,0.6702389304321608,1.0551618843170871,0.7453606442187428,0.7453606442187428,0.32611291895571043,33.26366919113061
0.075,nan,0.7716384075563748,1.2139382952643287,0.8577417367602397,0.8577417367602397,0.3745723874251524,38.206557481196974
