wJ,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,final_state_rel,coeff_A,coeff_B,coeff_C
0.001,0.0824367616337,0.240211047095,4.95072221745e-05,5.21626679671e-05,0.00814939488793,-0.821673682401,0.463083835638,1.81692150637
