iter,J,grad_norm,step
155,0.0026413836094,0.0957388848414,0.01
156,0.00255351651735,0.0941330132613,0.01
157,0.00246857237291,0.0925540776909,0.01
158,0.00238645394258,0.0910016263204,0.01
159,0.00230706722742,0.0894752149183,0.01
160,0.00223032135541,0.0879744067044,0.01
161,0.00215612847743,0.0864987722249,0.01
162,0.00208440366673,0.0850478892293,0.01
163,0.00201506482167,0.0836213425499,0.01
164,0.00194803257178,0.0822187239826,0.01
165,0.00188323018689,0.0808396321704,0.01
166,0.00182058348932,0.0794836724884,0.01
167,0.00176002076891,0.0781504569309,0.01
168,0.00170147270101,0.0768396040004,0.01
169,0.0016448722671,0.0755507385985,0.01
170,0.00159015467804,0.0742834919184,0.01
171,0.00153725729995,0.0730375013396,0.01
172,0.00148611958251,0.0718124103238,0.01
173,0.00143668298963,0.0706078683132,0.01
174,0.00138889093246,0.0694235306301,0.01
175,0.00134268870459,0.0682590583782,0.01
176,0.00129802341949,0.0671141183456,0.01
177,0.00125484394988,0.0659883829095,0.01
178,0.00121310086931,0.0648815299427,0.01
179,0.00117274639548,0.0637932427208,0.01
180,0.00113373433562,0.0627232098323,0.01
181,0.00109602003359,0.061671125089,0.01
182,0.00105956031876,0.0606366874386,0.01
183,0.00102431345657,0.0596196008783,0.01
184,0.000990239100827,0.0586195743705,0.01
185,0.00095729824744,0.0576363217593,0.01
186,0.000925453189827,0.0566695616884,0.01
187,0.000894667475733,0.0557190175211,0.01
188,0.000864905865508,0.0547844172606,0.01
189,0.000836134291769,0.0538654934727,0.01
190,0.000808319820402,0.0529619832088,0.01
191,0.000781430612864,0.0520736279307,0.01
192,0.000755435889743,0.0512001734373,0.01
193,0.000730305895516,0.0503413697907,0.01
194,0.000706011864496,0.0494969712458,0.01
195,0.000682525987905,0.0486667361793,0.01
196,0.000659821382036,0.0478504270207,0.01
197,0.000637872057485,0.0470478101846,0.01
198,0.0006166528894,0.0462586560033,0.01
199,0.00059613958872,0.0454827386618,0.01
200,0.000576308674374,0.0447198361325,0.01
201,0.000557137446403,0.043969730112,0.01
202,0.000538603959972,0.0432322059588,0.01
203,0.000520687000256,0.0425070526315,0.01
204,0.000503366058151,0.0417940626287,0.01
205,0.0004866213068,0.0410930319294,0.01
206,0.000470433578898,0.0404037599348,0.01
207,0.00045478434475,0.0397260494108,0.01
208,0.000439655691064,0.0390597064318,0.01
209,0.000425030300441,0.0384045403246,0.01
210,0.000410891431555,0.0377603636146,0.01
211,0.000397222899992,0.0371269919717,0.01
212,0.000384009059719,0.0365042441576,0.01
213,0.000371234785178,0.035891941974,0.01
214,0.00035888545397,0.0352899102116,0.01
215,0.000346946930121,0.0346979766,0.01
216,0.000335405547894,0.0341159717584,0.01
217,0.000324248096155,0.033543729147,0.01
218,0.000313461803241,0.0329810850195,0.01
219,0.000303034322348,0.0324278783763,0.01
220,0.000292953717396,0.031883950918,0.01
221,0.000283208449363,0.0313491470008,0.01
222,0.000273787363082,0.0308233135914,0.01
223,0.000264679674465,0.0303063002234,0.01
224,0.000255874958166,0.0297979589543,0.01
225,0.000247363135642,0.029298144323,0.01
226,0.00023913446362,0.0288067133083,0.01
227,0.00023117952294,0.0283235252882,0.01
228,0.000223489207778,0.0278484419991,0.01
229,0.000216054715219,0.0273813274966,0.01
230,0.000208867535181,0.0269220481168,0.01
231,0.000201919440678,0.0264704724376,0.01
232,0.000195202478395,0.0260264712414,0.01
233,0.000188708959591,0.0255899174778,0.01
234,0.000182431451295,0.0251606862278,0.01
235,0.000176362767797,0.0247386546675,0.01
236,0.000170495962424,0.0243237020333,0.01
237,0.000164824319589,0.0239157095872,0.01
238,0.000159341347101,0.0235145605827,0.01
239,0.000154040768737,0.0231201402318,0.01
240,0.000148916517054,0.0227323356716,0.01
241,0.000143962726449,0.0223510359326,0.01
242,0.000139173726437,0.0219761319064,0.01
243,0.00013454403517,0.0216075163149,0.01
244,0.000130068353152,0.0212450836792,0.01
245,0.000125741557182,0.02088873029,0.01
246,0.000121558694481,0.0205383541771,0.01
247,0.00011751497703,0.0201938550812,0.01
248,0.000113605776084,0.0198551344243,0.01
249,0.000109826616878,0.019522095282,0.01
250,0.000106173173501,0.0191946423557,0.01
251,0.000102641263946,0.0188726819454,0.01
252,9.92268453234e-05,0.0185561219225,0.01
253,9.59260092312e-05,0.018244871704,0.01
254,9.27349772841e-05,0.017938842226,0.01
255,8.9650096786e-05,0.0176379459187,0.01
256,8.66678365502e-05,0.0173420966812,0.01
257,8.37847828566e-05,0.0170512098566,0.01
258,8.09976355446e-05,0.0167652022082,0.01
259,7.83032042351e-05,0.0164839918953,0.01
260,7.56984046789e-05,0.0162074984501,0.01
261,7.31802552258e-05,0.0159356427544,0.01
262,7.07458734122e-05,0.0156683470171,0.01
263,6.83924726609e-05,0.015405534752,0.01
264,6.61173590921e-05,0.0151471307558,0.01
265,6.39179284391e-05,0.0148930610866,0.01
266,6.17916630677e-05,0.0146432530428,0.01
267,5.97361290941e-05,0.0143976351422,0.01
268,5.77489735993e-05,0.0141561371016,0.01
269,5.58279219351e-05,0.0139186898168,0.01
270,5.3970775121e-05,0.0136852253427,0.01
271,5.21754073265e-05,0.0134556768736,0.01
272,5.04397634384e-05,0.0132299787247,0.01
273,4.87618567077e-05,0.0130080663129,0.01
274,4.71397664758e-05,0.0127898761383,0.01
275,4.55716359759e-05,0.012575345766,0.01
276,4.40556702076e-05,0.0123644138087,0.01
277,4.25901338822e-05,0.0121570199084,0.01
278,4.11733494361e-05,0.0119531047196,0.01
279,3.98036951111e-05,0.0117526098925,0.01
280,3.84796030976e-05,0.0115554780558,0.01
281,3.71995577399e-05,0.0113616528004,0.01
282,3.59620938016e-05,0.0111710786636,0.01
283,3.47657947881e-05,0.010983701113,0.01
284,3.36092913254e-05,0.0107994665306,0.01
285,3.24912595924e-05,0.0106183221982,0.01
286,3.14104198057e-05,0.0104402162815,0.01
287,3.03655347544e-05,0.0102650978159,0.01
288,2.93554083844e-05,0.0100929166914,0.01
289,2.83788844288e-05,0.00992362363871,0.01
290,2.74348450847e-05,0.00975717021491,0.01
291,2.65222097334e-05,0.0095935087896,0.01
292,2.56399337037e-05,0.00943259253134,0.01
293,2.47870070759e-05,0.0092743753942,0.01
294,2.39624535259e-05,0.0091188121046,0.01
295,2.31653292074e-05,0.00896585814836,0.01
296,2.23947216719e-05,0.00881546975794,0.01
297,2.16497488238e-05,0.00866760389996,0.01
298,2.0929557911e-05,0.00852221826283,0.01
299,2.02333245488e-05,0.0083792712447,0.01
300,1.95602517758e-05,0.0082387219415,0.01
301,1.89095691423e-05,0.00810053013527,0.01
302,1.82805318277e-05,0.00796465628267,0.01
303,1.76724197887e-05,0.00783106150359,0.01
304,1.70845369342e-05,0.00769970757011,0.01
305,1.65162103291e-05,0.00757055689552,0.01
306,1.59667894241e-05,0.00744357252356,0.01
307,1.54356453105e-05,0.00731871811785,0.01
308,1.49221700007e-05,0.00719595795152,0.01
309,1.44257757321e-05,0.00707525689692,0.01
310,1.39458942943e-05,0.00695658041566,0.01
311,1.34819763791e-05,0.00683989454866,0.01
312,1.30334909507e-05,0.00672516590643,0.01
313,1.25999246392e-05,0.00661236165956,0.01
314,1.21807811516e-05,0.0065014495293,0.01
315,1.17755807049e-05,0.00639239777832,0.01
316,1.13838594759e-05,0.00628517520165,0.01
317,1.10051690711e-05,0.0061797511177,0.01
318,1.06390760128e-05,0.00607609535956,0.01
319,1.02851612433e-05,0.00597417826629,0.01
320,9.94301964506e-06,0.00587397067449,0.01
321,9.61225957704e-06,0.0057754439099,0.01
322,9.29250242628e-06,0.00567856977926,0.01
323,8.98338217465e-06,0.00558332056219,0.01
324,8.68454497979e-06,0.00548966900329,0.01
325,8.39564877011e-06,0.0053975883043,0.01
326,8.11636285321e-06,0.00530705211649,0.01
327,7.84636753737e-06,0.00521803453307,0.01
328,7.58535376559e-06,0.0051305100818,0.01
329,7.33302276183e-06,0.00504445371771,0.01
330,7.08908568897e-06,0.0049598408159,0.01
331,6.85326331826e-06,0.00487664716453,0.01
332,6.62528570962e-06,0.00479484895787,0.01
333,6.40489190269e-06,0.0047144227895,0.01
334,6.19182961809e-06,0.00463534564559,0.01
335,5.98585496865e-06,0.00455759489835,0.01
336,5.78673218028e-06,0.00448114829953,0.01
337,5.59423332199e-06,0.00440598397406,0.01
338,5.40813804509e-06,0.00433208041379,0.01
339,5.22823333087e-06,0.00425941647133,0.01
340,5.05431324684e-06,0.00418797135402,0.01
341,4.88617871095e-06,0.00411772461794,0.01
342,4.72363726374e-06,0.00404865616212,0.01
343,4.56650284799e-06,0.00398074622271,0.01
344,4.41459559581e-06,0.00391397536741,0.01
345,4.2677416227e-06,0.00384832448984,0.01
346,4.12577282853e-06,0.0037837748041,0.01
347,3.98852670511e-06,0.00372030783941,0.01
348,3.85584615017e-06,0.00365790543481,0.01
349,3.72757928754e-06,0.00359654973393,0.01
350,3.6035792933e-06,0.00353622317995,0.01
351,3.4837042277e-06,0.00347690851053,0.01
352,3.3678168727e-06,0.00341858875286,0.01
353,3.25578457491e-06,0.00336124721884,0.01
354,3.14747909368e-06,0.00330486750028,0.01
355,3.04277645441e-06,0.00324943346422,0.01
356,2.94155680656e-06,0.0031949292483,0.01
357,2.84370428648e-06,0.00314133925622,0.01
358,2.74910688481e-06,0.0030886481533,0.01
359,2.65765631821e-06,0.00303684086205,0.01
360,2.56924790548e-06,0.00298590255792,0.01
361,2.48378044767e-06,0.00293581866498,0.01
362,2.40115611229e-06,0.00288657485181,0.01
363,2.3212803213e-06,0.00283815702737,0.01
364,2.24406164283e-06,0.00279055133698,0.01
365,2.16941168656e-06,0.00274374415834,0.01
366,2.09724500254e-06,0.00269772209767,0.01
367,2.02747898331e-06,0.00265247198582,0.01
368,1.96003376944e-06,0.00260798087454,0.01
369,1.89483215806e-06,0.00256423603278,0.01
370,1.83179951447e-06,0.00252122494302,0.01
371,1.77086368676e-06,0.0024789352977,0.01
372,1.71195492318e-06,0.00243735499572,0.01
373,1.65500579233e-06,0.00239647213893,0.01
374,1.59995110593e-06,0.00235627502877,0.01
375,1.54672784423e-06,0.0023167521629,0.01
376,1.49527508388e-06,0.00227789223193,0.01
377,1.44553392816e-06,0.00223968411614,0.01
378,1.3974474396e-06,0.00220211688234,0.01
379,1.35096057478e-06,0.00216517978073,0.01
380,1.30602012132e-06,0.00212886224182,0.01
381,1.26257463699e-06,0.0020931538734,0.01
382,1.22057439081e-06,0.00205804445758,0.01
383,1.17997130614e-06,0.00202352394785,0.01
384,1.14071890562e-06,0.00198958246624,0.01
385,1.10277225799e-06,0.00195621030044,0.01
386,1.06608792666e-06,0.00192339790105,0.01
387,1.03062391998e-06,0.00189113587887,0.01
388,9.96339643166e-07,0.00185941500216,0.01
389,9.63195851852e-07,0.00182822619406,0.01
390,9.31154607154e-07,0.00179756052993,0.01
391,9.00179232249e-07,0.00176740923483,0.01
392,8.70234270384e-07,0.00173776368104,0.01
393,8.41285444298e-07,0.00170861538552,0.01
394,8.13299616982e-07,0.00167995600753,0.01
395,7.86244753747e-07,0.00165177734624,0.01
396,7.60089885558e-07,0.00162407133837,0.01
397,7.34805073575e-07,0.00159683005589,0.01
398,7.103613749e-07,0.00157004570375,0.01
399,6.86730809431e-07,0.00154371061765,0.01
400,6.6388632784e-07,0.00151781726186,0.01
