x,y,u
0.125,0.0769230769231,0.436772569225
0.15,0.0769230769231,0.499649085649
0.175,0.0769230769231,0.550222583344
0.2,0.0769230769231,0.587247774954
0.225,0.0769230769231,0.60981297738
0.25,0.0769230769231,0.61736256045
0.275,0.0769230769231,0.609710628373
0.3,0.0769230769231,0.587045597111
0.325,0.0769230769231,0.549925554957
0.35,0.0769230769231,0.49926452054
0.375,0.0769230769231,0.436309936665
0.4,0.0769230769231,0.362611954119
0.425,0.0769230769231,0.279985261822
0.45,0.0769230769231,0.190464403162
0.475,0.0769230769231,0.0962536787802
0.5,0.0769230769231,-0.00032713062044
0.525,0.0769230769231,-0.0968998849795
0.55,0.0769230769231,-0.191086642578
0.575,0.0769230769231,-0.280568212856
0.6,0.0769230769231,-0.363141262581
0.625,0.0769230769231,-0.436772569225
0.65,0.0769230769231,-0.499649085649
0.675,0.0769230769231,-0.550222583344
0.7,0.0769230769231,-0.587247774954
0.725,0.0769230769231,-0.60981297738
0.75,0.0769230769231,-0.61736256045
0.775,0.0769230769231,-0.609710628373
0.8,0.0769230769231,-0.587045597111
0.825,0.0769230769231,-0.549925554957
0.85,0.0769230769231,-0.49926452054
0.875,0.0769230769231,-0.436309936665
0.9,0.0769230769231,-0.362611954119
0.925,0.0769230769231,-0.279985261822
0.95,0.0769230769231,-0.190464403162
0.975,0.0769230769231,-0.0962536787802
0,0.102564102564,0.000449244031543
0.025,0.102564102564,0.082678136737
0.05,0.102564102564,0.162871219323
0.075,0.102564102564,0.239053871951
0.1,0.102564102564,0.309350224877
0.125,0.102564102564,0.372029348592
0.15,0.102564102564,0.42554787505
0.175,0.102564102564,0.468588000511
0.2,0.102564102564,0.500089934246
0.225,0.102564102564,0.519277994097
0.25,0.102564102564,0.525679706348
0.275,0.102564102564,0.519137439597
0.3,0.102564102564,0.499812286166
0.325,0.102564102564,0.468180095467
0.35,0.102564102564,0.425019757017
0.375,0.102564102564,0.371394021589
0.4,0.102564102564,0.308623332764
0.425,0.102564102564,0.238253313225
0.45,0.102564102564,0.162016706396
0.475,0.102564102564,0.0817907105529
0.5,0.102564102564,-0.000449244031543
0.525,0.102564102564,-0.082678136737
0.55,0.102564102564,-0.162871219323
0.575,0.102564102564,-0.239053871951
0.6,0.102564102564,-0.309350224877
0.625,0.102564102564,-0.372029348592
0.65,0.102564102564,-0.42554787505
0.675,0.102564102564,-0.468588000511
0.7,0.102564102564,-0.500089934246
0.725,0.102564102564,-0.519277994097
0.75,0.102564102564,-0.525679706348
0.775,0.102564102564,-0.519137439597
0.8,0.102564102564,-0.499812286166
0.825,0.102564102564,-0.468180095467
0.85,0.102564102564,-0.425019757017
0.875,0.102564102564,-0.371394021589
0.9,0.102564102564,-0.308623332764
0.925,0.102564102564,-0.238253313225
0.95,0.102564102564,-0.162016706396
0.975,0.102564102564,-0.0817907105529
0,0.128205128205,0.000582993870272
0.025,0.128205128205,0.0705979376012
0.05,0.128205128205,0.138874525807
0.075,0.128205128205,0.20373156229
0.1,0.128205128205,0.263572051562
0.125,0.128205128205,0.31692252218
0.15,0.128205128205,0.362469308496
0.175,0.128205128205,0.39909089747
0.2,0.128205128205,0.425885544042
0.225,0.128205128205,0.442193475087
0.25,0.128205128205,0.447613135218
0.275,0.128205128205,0.442011074418
0.3,0.128205128205,0.425525234015
0.325,0.128205128205,0.398561550113
0.35,0.128205128205,0.361783958098
0.375,0.128205128205,0.316098044342
0.4,0.128205128205,0.262628747665
0.425,0.128205128205,0.202692659606
0.45,0.128205128205,0.137765605569
0.475,0.128205128205,0.0694463051045
0.5,0.128205128205,-0.000582993870272
0.525,0.128205128205,-0.0705979376012
0.55,0.128205128205,-0.138874525807
0.575,0.128205128205,-0.20373156229
0.6,0.128205128205,-0.263572051562
0.625,0.128205128205,-0.31692252218
0.65,0.128205128205,-0.362469308496
0.675,0.128205128205,-0.39909089747
0.7,0.128205128205,-0.425885544042
0.725,0.128205128205,-0.442193475087
0.75,0.128205128205,-0.447613135218
0.775,0.128205128205,-0.442011074418
0.8,0.128205128205,-0.425525234015
0.825,0.128205128205,-0.398561550113
0.85,0.128205128205,-0.361783958098
0.875,0.128205128205,-0.316098044342
0.9,0.128205128205,-0.262628747665
0.925,0.128205128205,-0.202692659606
0.95,0.128205128205,-0.137765605569
0.975,0.128205128205,-0.0694463051045
0,0.153846153846,0.000731844557319
0.025,0.153846153846,0.0603463833304
0.05,0.153846153846,0.118474993868
0.075,0.153846153846,0.17368635686
0.1,0.153846153846,0.224620985314
0.125,0.153846153846,0.270024699636
0.15,0.153846153846,0.308779509692
0.175,0.153846153846,0.339931143439
0.2,0.153846153846,0.362712544268
0.225,0.153846153846,0.376562758483
0.25,0.153846153846,0.381140747844
0.275,0.153846153846,0.376333787059
0.3,0.153846153846,0.362260239457
0.325,0.153846153846,0.339266642486
0.35,0.153846153846,0.307919174817
0.375,0.153846153846,0.268989715138
0.4,0.153846153846,0.223436835946
0.425,0.153846153846,0.172382200309
0.45,0.153846153846,0.117082942797
0.475,0.153846153846,0.0589007146576
0.5,0.153846153846,-0.000731844557319
0.525,0.153846153846,-0.0603463833304
0.55,0.153846153846,-0.118474993868
0.575,0.153846153846,-0.17368635686
0.6,0.153846153846,-0.224620985314
0.625,0.153846153846,-0.270024699636
0.65,0.153846153846,-0.308779509692
0.675,0.153846153846,-0.339931143439
0.7,0.153846153846,-0.362712544268
0.725,0.153846153846,-0.376562758483
0.75,0.153846153846,-0.381140747844
0.775,0.153846153846,-0.376333787059
0.8,0.153846153846,-0.362260239457
0.825,0.153846153846,-0.339266642486
0.85,0.153846153846,-0.307919174817
0.875,0.153846153846,-0.268989715138
0.9,0.153846153846,-0.223436835946
0.925,0.153846153846,-0.172382200309
0.95,0.153846153846,-0.117082942797
0.975,0.153846153846,-0.0589007146576
