wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel,coeff_A,coeff_B,coeff_C
0.1,2.73841963426e-06,0.0685517138779,0.129842626605,5.70813240948e-07,2.92951452702e-07,4.66110857245,1.30570226849e-05,0.000697004302768,-0.821673682401,0.463083835638,1.81692150637
