alpha,residual,regularization
1e-06,0.00154193864567,2.32359415846
2.73841963426e-06,0.00156257681476,2.22910664082
7.49894209332e-06,0.00133069760647,2.08205992373
2.05352502646e-05,0.00155509057379,1.87407342269
5.6234132519e-05,0.0027375883073,1.6746952833
0.000153992652606,0.00332907587066,1.5853756741
0.000421696503429,0.00375681861387,1.5165070317
0.00115478198469,0.0060231422965,1.44556737354
0.00316227766017,0.0135855425521,1.22976179856
0.0086596432336,0.0335028861141,0.666613767184
0.0237137370566,0.0374781149724,0.274336663459
0.0649381631576,0.0314188162722,0.0581740951788
0.177827941004,0.0355349102559,0.0311464072531
0.486967525166,0.0716974152169,0.0583631960561
1.33352143216,0.0824762547597,0.0337513433695
3.65174127255,0.083248668687,0.0124066185084
10,0.0836968643274,0.00454179024306
