wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel,coeff_A,coeff_B,coeff_C
10,7.49894209332e-06,0.0361915580404,0.0906522946776,1.84948585547e-07,1.05417906217e-06,4.46259860143,3.45189475601e-05,0.0012664087168,-0.821673682401,0.463083835638,1.81692150637
