noise,alpha,L1,Linf,L2,RMSE,SDE,CV_percent
0.01,0.001,0.006961092448390045,0.017672667155038013,0.008540361025834551,0.008540361025834551,0.005767397203095266,0.588277193286131
0.03,0.00921055317689482,0.030518904183603816,0.04803754633667623,0.03380570410574296,0.03380570410574296,0.014798875086290544,1.5094921318897148
0.05,0.0223872113856834,0.06724601910847784,0.1113579350637226,0.07632428963715511,0.07632428963715511,0.03677724590483217,3.7512961628648123
0.075,0.03490254878959581,0.09838046992707371,0.16573649081903352,0.11199501570790268,0.11199501570790268,0.054423958390843415,5.551269032156116
