noise,alpha,L1,Linf,L2,RMSE,SDE,CV_percent
0.01,0.0005994842503189409,0.03459164778335777,0.1510744288354694,0.045838104658926244,0.045838104658926244,0.04557559966693313,9.133423387068124
0.03,0.004641588833612777,0.04412040424251364,0.18185033349092594,0.05858995081952945,0.05858995081952945,0.058555856306135384,11.73468766938215
0.05,0.012915496650148827,0.040153053333381844,0.18298067597444656,0.05553413164978595,0.05553413164978595,0.05548346411596558,11.118975338902338
0.07,0.0005994842503189409,0.04824505274568147,0.16850759533937565,0.05879870483704448,0.05879870483704448,0.05726076035140075,11.475148359577899
