x,t,f_true,f_pred,abs_error
0.00990098994225,0,-0.0022274707444,-0.280376642942,0.278149157763
0.0198019798845,0,-0.00445079244673,-0.286146372557,0.281695574522
0.0297029688954,0,-0.00666580721736,-0.289816975594,0.283151179552
0.039603959769,0,-0.00886834040284,-0.291256338358,0.28238800168
0.0495049506426,0,-0.0110542019829,-0.290705382824,0.279651194811
0.0594059377909,0,-0.0132191497833,-0.288620710373,0.275401562452
0.0693069323897,0,-0.0153589202091,-0.285404473543,0.270045548677
0.079207919538,0,-0.0174692049623,-0.281244784594,0.263775587082
0.0891089066863,0,-0.0195455979556,-0.276066601276,0.256521016359
0.0990099012852,0,-0.0215836986899,-0.269648790359,0.248065084219
0.108910888433,0,-0.0235789660364,-0.261719971895,0.238141000271
0.118811875582,0,-0.0255268309265,-0.252046406269,0.226519569755
0.12871286273,0,-0.0274225976318,-0.240468785167,0.213046193123
0.138613864779,0,-0.0292614903301,-0.226868003607,0.197606518865
0.148514851928,0,-0.0310386288911,-0.211125358939,0.180086731911
0.158415839076,0,-0.0327490493655,-0.193052902818,0.160303860903
0.168316826224,0,-0.0343876220286,-0.172369033098,0.137981414795
0.178217813373,0,-0.0359491072595,-0.148646637797,0.112697526813
0.188118815422,0,-0.0374281592667,-0.121395386755,0.0839672237635
0.19801980257,0,-0.0388192869723,-0.0902405679226,0.0514212809503
0.207920789719,0,-0.0401168055832,-0.0553548149765,0.0152380093932
0.217821776867,0,-0.0413149781525,-0.0178174450994,0.0234975330532
0.227722764015,0,-0.0424077920616,0.021222576499,0.0636303722858
0.237623751163,0,-0.0433891862631,0.0637473315001,0.107136517763
0.247524753213,0,-0.0442528538406,0.117669552565,0.161922410131
0.25742572546,0,-0.0449923984706,0.187359318137,0.232351720333
0.267326742411,0,-0.0456011742353,0.256575226784,0.30217641592
0.277227729559,0,-0.046072460711,0.300671696663,0.346744149923
0.287128716707,0,-0.0463993065059,0.310642838478,0.357042133808
0.297029703856,0,-0.0465745814145,0.289020419121,0.335595011711
0.306930691004,0,-0.046591039747,0.237282171845,0.283873200417
0.316831678152,0,-0.0464412607253,0.156217560172,0.202658817172
0.3267326653,0,-0.0461177416146,0.0567068904638,0.102824628353
0.336633652449,0,-0.0456127226353,-0.033938921988,0.0116738006473
0.346534639597,0,-0.0449183993042,-0.081332474947,0.0364140756428
0.356435626745,0,-0.0440269075334,-0.055134486407,0.0111075788736
0.366336613894,0,-0.0429301969707,0.00793422013521,0.0508644171059
0.376237630844,0,-0.0416202023625,0.0647605210543,0.106380723417
0.386138617992,0,-0.0400889143348,0.155487820506,0.19557672739
0.396039605141,0,-0.0383282080293,0.195143476129,0.233471691608
0.405940592289,0,-0.0363300815225,0.224995687604,0.261325776577
0.415841579437,0,-0.0340866409242,0.243351951241,0.27743858099
0.425742566586,0,-0.0315900482237,0.27077960968,0.302369654179
0.435643553734,0,-0.0288327727467,0.229398980737,0.258231759071
0.445544540882,0,-0.0258075706661,0.211305066943,0.237112641335
0.45544552803,0,-0.0225074626505,0.202208116651,0.224715575576
0.465346515179,0,-0.018926044926,0.127840012312,0.14676605165
0.475247502327,0,-0.0150573626161,0.0862991511822,0.101356513798
0.485148519278,0,-0.0108962096274,0.028271779418,0.0391679890454
0.495049506426,0,-0.00643806625158,0.0685606747866,0.0749987438321
0.504950523376,0,-0.00167941849213,0.147385761142,0.149065181613
0.51485145092,0,0.0033821335528,0.226218417287,0.22283628583
0.524752497673,0,0.00874794274569,0.299081146717,0.290333211422
0.534653484821,0,0.0144177405164,0.368715882301,0.354298144579
0.54455447197,0,0.0203897152096,0.410892307758,0.390502601862
0.554455459118,0,0.0266603212804,0.417844057083,0.39118373394
0.564356446266,0,0.03322378546,0.32038807869,0.28716430068
0.574257433414,0,0.0400722958148,0.279576897621,0.239504605532
0.584158420563,0,0.0471952706575,0.173680230975,0.126484960318
0.594059407711,0,0.0545794963837,0.117175251245,0.0625957548618
0.603960394859,0,0.0622086152434,0.122341185808,0.0601325705647
0.613861382008,0,0.0700630098581,0.156635269523,0.0865722596645
0.623762369156,0,0.0781192854047,0.21086896956,0.132749676704
0.633663415909,0,0.0863503739238,0.318925142288,0.232574760914
0.643564343452,0,0.0947247073054,0.430560946465,0.335836231709
0.653465390205,0,0.103206828237,0.531951844692,0.428745031357
0.663366317749,0,0.111755944788,0.580207109451,0.468451172113
0.673267364502,0,0.120327137411,0.616284310818,0.495957165956
0.683168292046,0,0.12886980176,0.626356840134,0.497487038374
0.693069338799,0,0.13732868433,0.609507143497,0.472178459167
0.702970266342,0,0.145643100142,0.579668223858,0.434025108814
0.712871313095,0,0.153747648001,0.54611235857,0.392364710569
0.722772240639,0,0.161571472883,0.512374937534,0.350803464651
0.732673287392,0,0.16903950274,0.479260861874,0.310221374035
0.74257427454,0,0.176072061062,0.446661174297,0.270589113235
0.752475261688,0,0.182585835457,0.414288938046,0.231703102589
0.762376248837,0,0.188494190574,0.381877541542,0.193383350968
0.772277235985,0,0.193708628416,0.349208176136,0.15549954772
0.782178223133,0,0.198139220476,0.316083192825,0.117943972349
0.792079210281,0,0.20169557631,0.28230702877,0.0806114524603
0.80198019743,0,0.204289525747,0.247657909989,0.0433683842421
0.811881184578,0,0.205834850669,0.211871877313,0.00603702664375
0.821782171726,0,0.206250578165,0.17462284863,0.0316277295351
0.831683158875,0,0.205461606383,0.135511785746,0.0699498206377
0.841584146023,0,0.203401431441,0.0940651148558,0.109336316586
0.851485133171,0,0.200013265014,0.0497391372919,0.150274127722
0.861386120319,0,0.195252925158,0.00195682048798,0.19329610467
0.871287107468,0,0.18908983469,-0.0498414337635,0.238931268454
0.881188154221,0,0.181509405375,-0.106127910316,0.287637323141
0.891089081764,0,0.172514274716,-0.167186811566,0.339701086283
0.900990128517,0,0.162125259638,-0.233039721847,0.395164966583
0.910891115665,0,0.150383219123,-0.303359180689,0.453742384911
0.920792102814,0,0.137348517776,-0.37743461132,0.514783143997
0.930693089962,0,0.123101964593,-0.454154908657,0.577256858349
0.94059407711,0,0.107743889093,-0.531998217106,0.639742136002
0.950495064259,0,0.0913929790258,-0.609029173851,0.700422167778
