c,wJ,alpha,rel_u,f_l2_rms,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
1,1,1e-06,0.161680123928,0.480827301741,2.53411585049e-08,1.12299200872e-08,6.94547574647,6.95670566656e-06,304528.435238
