noise,alpha,L1,Linf,L2,RMSE,SDE,CV_percent
0.01,1e-05,0.05968918820222219,0.5100246667861938,0.11879687676192707,0.11879687676192707,0.11863669143705692,35.59100743111708
0.03,0.00021544346900318823,0.04303033078710238,0.5216430425643921,0.10363931246165264,0.10363931246165264,0.10363806355223484,31.091419065670458
0.05,0.004641588833612777,0.059048612862825395,0.5110719203948975,0.12309972285123845,0.12309972285123845,0.12306325548571233,36.918976645713705
