alpha,residual,regularization
1e-06,0.0241884982426,36.6247003641
2.73841963426e-06,0.0237687599357,27.760552127
7.49894209332e-06,0.0258566125447,20.5097987877
2.05352502646e-05,0.028413419297,14.2963035661
5.6234132519e-05,0.0338325885791,8.49255826223
0.000153992652606,0.0428684123724,4.22266392879
0.000421696503429,0.0424986742103,2.82969225878
0.00115478198469,0.0403959616333,1.8854189042
0.00316227766017,0.0478586077878,1.29568073022
0.0086596432336,0.0524927566944,0.553874091007
0.0237137370566,0.0469400273404,0.256127775805
0.0649381631576,0.0509848959664,0.175370220068
0.177827941004,0.0623539421725,0.0759703675934
0.486967525166,0.0694298199378,0.0512895817378
1.33352143216,0.117111816293,0.0377163714241
3.65174127255,0.174202704279,0.019980790944
10,0.176240779653,0.00731580554037
