x,t,f_true,f_pred,abs_error
0,0,0,0.421816319227,0.421816319227
0.448798954487,0,0.867767512798,0.353163838387,0.514603674412
0.897597908974,0,1.56366300583,0.280563205481,1.28309977055
1.34639692307,0,1.94985592365,0.205939128995,1.74391674995
1.79519581795,0,1.94985580444,0.129579871893,1.82027590275
2.24399471283,0,1.56366300583,0.0510488525033,1.51261413097
2.69279384613,0,0.867767214775,-0.0289114080369,0.896678626537
3.14159274101,0,-1.74845553147e-07,-0.107173286378,0.107173115015
0,0.142857149243,0,0.407089561224,0.407089561224
0.448798954487,0.142857149243,0.929750859737,0.33620673418,0.593544125557
0.897597908974,0.142857149243,1.67535316944,0.256372749805,1.41898036003
1.34639692307,0.142857149243,2.08913135529,0.170843228698,1.91828811169
1.79519581795,0.142857149243,2.08913111687,0.0823818966746,2.00674915314
2.24399471283,0.142857149243,1.67535316944,-0.00649131275713,1.68184447289
2.69279384613,0.142857149243,0.929750561714,-0.0923508256674,1.02210140228
3.14159274101,0.142857149243,-1.87334521229e-07,-0.170919135213,0.170918941498
0,0.285714298487,0,0.380984157324,0.380984157324
0.448798954487,0.285714298487,0.991734325886,0.30984172225,0.681892633438
0.897597908974,0.285714298487,1.78704357147,0.223818346858,1.56322526932
1.34639692307,0.285714298487,2.22840690613,0.126465663314,2.10194134712
1.79519581795,0.285714298487,2.22840666771,0.0244281589985,2.20397853851
2.24399471283,0.285714298487,1.78704357147,-0.0744384527206,1.86148202419
2.69279384613,0.285714298487,0.991734027863,-0.163498446345,1.1552324295
3.14159274101,0.285714298487,-1.99823503522e-07,-0.239045545459,0.239045351744
0,0.428571462631,0,0.339812278748,0.339812278748
0.448798954487,0.428571462631,1.05371773243,0.268740594387,0.784977138042
0.897597908974,0.428571462631,1.89873373508,0.179108202457,1.71962547302
1.34639692307,0.428571462631,2.36768221855,0.0735311508179,2.29415106773
1.79519581795,0.428571462631,2.36768198013,-0.0384217724204,2.40610384941
2.24399471283,0.428571462631,1.89873373508,-0.143766269088,2.04250001907
2.69279384613,0.428571462631,1.0537173748,-0.233401447535,1.28711879253
3.14159274101,0.428571462631,-2.12312457393e-07,-0.305039435625,0.305039227009
0,0.571428537369,0,0.283961296082,0.283961296082
0.448798954487,0.571428537369,1.11570107937,0.210947230458,0.904753863811
0.897597908974,0.571428537369,2.0104238987,0.120014496148,1.8904093504
1.34639692307,0.571428537369,2.50695753098,0.0137748429552,2.49318265915
1.79519581795,0.571428537369,2.50695753098,-0.0983363389969,2.60529375076
2.24399471283,0.571428537369,2.0104238987,-0.203270852566,2.21369481087
2.69279384613,0.571428537369,1.11570072174,-0.291729867458,1.4074306488
3.14159274101,0.571428537369,-2.24801425475e-07,-0.361446678638,0.36144644022
0,0.714285731316,0,0.218704521656,0.218704521656
0.448798954487,0.714285731316,1.17768454552,0.141982614994,1.03570199013
0.897597908974,0.714285731316,2.12211418152,0.0517991781235,2.07031488419
1.34639692307,0.714285731316,2.64623308182,-0.0479348599911,2.6941678524
1.79519581795,0.714285731316,2.64623308182,-0.15034776926,2.79658079147
2.24399471283,0.714285731316,2.12211418152,-0.247457832098,2.36957192421
2.69279384613,0.714285731316,1.17768418789,-0.332712292671,1.51039648056
3.14159274101,0.714285731316,-2.37290407767e-07,-0.402788668871,0.402788430452
0,0.857142865658,0,0.151367887855,0.151367887855
0.448798954487,0.857142865658,1.23966789246,0.0719244331121,1.16774344444
0.897597908974,0.857142865658,2.23380446434,-0.0147521235049,2.24855661392
1.34639692307,0.857142865658,2.78550863266,-0.104299098253,2.88980770111
1.79519581795,0.857142865658,2.78550839424,-0.193180039525,2.97868847847
2.24399471283,0.857142865658,2.23380446434,-0.278773337603,2.51257777214
2.69279384613,0.857142865658,1.23966753483,-0.358288347721,1.59795594215
3.14159274101,0.857142865658,-2.49779361639e-07,-0.428539216518,0.4285389781
0,1,0,0.0884127244353,0.0884127244353
0.448798954487,1,1.3016512394,0.00956887751818,1.29208230972
0.897597908974,1,2.34549450874,-0.070921830833,2.41641640663
1.34639692307,1,2.92478394508,-0.149917885661,3.07470178604
1.79519581795,1,2.92478370667,-0.226640000939,3.1514236927
2.24399471283,1,2.34549450874,-0.301464319229,2.64695882797
2.69279384613,1,1.30165076256,-0.374051362276,1.67570209503
3.14159274101,1,-2.6226831551e-07,-0.442458987236,0.442458719015
