wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
0.01,0.0001,1.03340027647,1.02276917191,3.62622010299,2.15196817056,0.381919766401,2.15200636253,0.830710606486
