iter,J,grad_norm,step
140,5.04903158964e-08,3.53206961404e-05,1
141,4.92911285911e-08,3.47674340185e-05,1
142,4.81292057186e-08,3.42229676719e-05,1
143,4.70033808116e-08,3.36871551152e-05,1
144,4.5912524184e-08,3.31598567386e-05,1
145,4.48555417595e-08,3.26409352665e-05,1
146,4.38313739378e-08,3.21302557168e-05,1
147,4.28389944977e-08,3.16276853608e-05,1
148,4.18774095353e-08,3.1133093684e-05,1
149,4.09456564367e-08,3.06463523478e-05,1
150,4.00428028831e-08,3.0167335151e-05,1
151,3.91679458892e-08,2.96959179932e-05,1
152,3.8320210871e-08,2.92319788385e-05,1
153,3.74987507449e-08,2.87753976792e-05,1
154,3.67027450545e-08,2.83260565008e-05,1
155,3.59313991267e-08,2.7883839248e-05,1
156,3.51839432541e-08,2.74486317902e-05,1
157,3.44596319036e-08,2.70203218888e-05,1
158,3.3757742951e-08,2.65987991643e-05,1
159,3.30775769393e-08,2.61839550642e-05,1
160,3.24184563614e-08,2.5775682832e-05,1
161,3.17797249655e-08,2.5373877476e-05,1
162,3.1160747083e-08,2.49784357389e-05,1
163,3.05609069772e-08,2.45892560686e-05,1
164,2.99796082136e-08,2.42062385884e-05,1
165,2.94162730501e-08,2.38292850686e-05,1
166,2.88703418465e-08,2.34582988985e-05,1
167,2.83412724926e-08,2.30931850586e-05,1
168,2.78285398555e-08,2.27338500933e-05,1
169,2.73316352436e-08,2.23802020847e-05,1
170,2.68500658879e-08,2.20321506261e-05,1
171,2.63833544402e-08,2.16896067965e-05,1
172,2.59310384866e-08,2.13524831352e-05,1
173,2.54926700777e-08,2.10206936172e-05,1
174,2.50678152719e-08,2.06941536289e-05,1
175,2.46560536952e-08,2.03727799439e-05,1
176,2.42569781136e-08,2.00564907002e-05,1
177,2.38701940197e-08,1.97452053766e-05,1
178,2.34953192323e-08,1.94388447701e-05,1
179,2.31319835086e-08,1.9137330974e-05,1
180,2.27798281692e-08,1.88405873561e-05,1
181,2.24385057341e-08,1.85485385369e-05,1
182,2.21076795711e-08,1.82611103688e-05,1
183,2.17870235552e-08,1.79782299156e-05,1
184,2.14762217381e-08,1.7699825432e-05,1
185,2.11749680289e-08,1.74258263434e-05,1
186,2.08829658851e-08,1.71561632269e-05,1
187,2.05999280124e-08,1.68907677917e-05,1
188,2.03255760746e-08,1.66295728604e-05,1
189,2.00596404132e-08,1.637251235e-05,1
190,1.98018597748e-08,1.61195212544e-05,1
191,1.95519810479e-08,1.58705356257e-05,1
192,1.93097590073e-08,1.56254925572e-05,1
193,1.90749560679e-08,1.53843301659e-05,1
194,1.88473420443e-08,1.51469875754e-05,1
195,1.86266939201e-08,1.49134048994e-05,1
196,1.84127956227e-08,1.46835232253e-05,1
197,1.82054378063e-08,1.44572845979e-05,1
198,1.80044176415e-08,1.42346320038e-05,1
199,1.78095386112e-08,1.40155093555e-05,1
200,1.76206103133e-08,1.37998614769e-05,1
