wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel,coeff_A,coeff_B,coeff_C
1,0.00316227766017,0.105181479944,0.514729173101,7.4631400126e-05,0.000228188940217,116.111137677,0.367403845714,0.0171333804541,-0.821673682401,0.463083835638,1.81692150637
