wJ,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,final_state_rel,coeff_A,coeff_B,coeff_C
0.1,0.153470506102,0.266876683125,2.05197654449e-07,1.56471640714e-07,0.000412219202655,-0.821673682401,0.463083835638,1.81692150637
