wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
1000,0.177827941004,0.0699552600725,0.887316970137,2.05565608979e-08,8.19408070134e-05,0.00114052628649,0.0002847582482,0.140853861367
