alpha,residual,regularization
1e-06,0.519851302496,52.600972469
2.73841963426e-06,0.260896885145,43.5620103149
7.49894209332e-06,0.238568600268,30.2913892339
2.05352502646e-05,0.257252575592,25.2783814716
5.6234132519e-05,0.232530116054,10.0037558941
0.000153992652606,0.305059278991,8.8319698313
0.000421696503429,0.351046869689,4.68990745266
0.00115478198469,0.256275039202,3.63263063693
0.00316227766017,0.239693922528,3.38335845982
0.0086596432336,0.285588557004,2.29206281764
0.0237137370566,0.28252570276,1.18799587236
0.0649381631576,0.433391148086,0.686519979845
0.177827941004,0.409783212635,0.41282677062
0.486967525166,0.371034160946,0.351229235258
1.33352143216,0.83253114393,0.126489017636
3.65174127255,0.824527661318,0.0761733768694
10,0.85873161472,0.0338063105072
