noise,alpha,L2_global,L2_line,L1,Linf,L2,RMSE,SDE,CV_percent
0.01,0.0,5.920616755813025,5.063590833953874,4.861601600824261,6.65302867963508,5.063590833953874,5.063590833953874,1.4159032483064242,49.96814880610063
0.03,0.0,5.777091179518288,4.630418605449491,4.361190347550774,6.41370356808104,4.630418605449491,4.630418605449491,1.5558904891163667,54.908389806404365
0.05,0.0,5.851943356637949,4.774407277231407,4.504704731979434,6.545479224402176,4.774407277231407,4.774407277231407,1.5819608486186745,55.828429791197124
