x,t,u_true,u_pinn,abs_error
0.00990098994225,0,0.00651459023356,0.0058955065906,0.00061908364296
0.0198019798845,0,0.0130291804671,0.0128253921866,0.000203788280487
0.0297029688954,0,0.0195437632501,0.0196630358696,0.000119272619486
0.039603959769,0,0.0260583274066,0.0264210551977,0.000362727791071
0.0495049506426,0,0.0325728468597,0.0331110358238,0.000538188964128
0.0594059377909,0,0.0390872769058,0.0397440642118,0.00065678730607
0.0693069323897,0,0.0456015653908,0.0463300049305,0.000728439539671
0.079207919538,0,0.052115611732,0.0528778210282,0.000762209296227
0.0891089066863,0,0.0586292892694,0.0593957528472,0.000766463577747
0.0990099012852,0,0.0651424750686,0.0658906325698,0.000748157501221
0.108910888433,0,0.0716549679637,0.0723686665297,0.00071369856596
0.118811875582,0,0.0781665146351,0.0788351669908,0.000668652355671
0.12871286273,0,0.0846768468618,0.0852944627404,0.000617615878582
0.138613864779,0,0.091185644269,0.0917500779033,0.000564433634281
0.148514851928,0,0.0976924523711,0.0982045456767,0.000512093305588
0.158415839076,0,0.104196861386,0.104659833014,0.000462971627712
0.168316826224,0,0.110698312521,0.111116997898,0.000418685376644
0.178217813373,0,0.117196172476,0.117576755583,0.000380583107471
0.188118815422,0,0.123689763248,0.124038659036,0.000348895788193
0.19801980257,0,0.130178287625,0.130501836538,0.000323548913002
0.207920789719,0,0.136660829186,0.136965245008,0.000304415822029
0.217821776867,0,0.143136411905,0.143426716328,0.000290304422379
0.227722764015,0,0.149603843689,0.14988425374,0.000280410051346
0.237623751163,0,0.156061947346,0.156335443258,0.000273495912552
0.247524753213,0,0.162509262562,0.162777543068,0.000268280506134
0.25742572546,0,0.16894428432,0.169207423925,0.000263139605522
0.267326742411,0,0.175365328789,0.175622403622,0.000257074832916
0.277227729559,0,0.181770518422,0.182019710541,0.000249192118645
0.287128716707,0,0.188157781959,0.188396304846,0.00023852288723
0.297029703856,0,0.194524854422,0.194749861956,0.000225007534027
0.306930691004,0,0.200869292021,0.201077967882,0.000208675861359
0.316831678152,0,0.207188397646,0.207378417253,0.000190019607544
0.3267326653,0,0.213479295373,0.213649094105,0.000169798731804
0.336633652449,0,0.219738692045,0.219888150692,0.000149458646774
0.346534639597,0,0.22596322,0.22609347105,0.000130251049995
0.356435626745,0,0.232149079442,0.232262939215,0.000113859772682
0.366336613894,0,0.238292217255,0.238393932581,0.000101715326309
0.376237630844,0,0.244388207793,0.244483590126,9.53823328018e-05
0.386138617992,0,0.250432312489,0.250528037548,9.57250595093e-05
0.396039605141,0,0.256419301033,0.256522834301,0.000103533267975
0.405940592289,0,0.2623437047,0.262462675571,0.000118970870972
0.415841579437,0,0.268199563026,0.268341064453,0.000141501426697
0.425742566586,0,0.273980379105,0.274151057005,0.000170677900314
0.435643553734,0,0.279679328203,0.279884725809,0.000205397605896
0.445544540882,0,0.285288870335,0.28553289175,0.00024402141571
0.45544552803,0,0.290801167488,0.291086286306,0.000285118818283
0.465346515179,0,0.296207606792,0.296534955502,0.000327348709106
0.475247502327,0,0.301499068737,0.301868408918,0.000369340181351
0.485148519278,0,0.306665867567,0.3070756495,0.000409781932831
0.495049506426,0,0.311697542667,0.312145233154,0.000447690486908
0.504950523376,0,0.316583007574,0.317065268755,0.000482261180878
0.51485145092,0,0.321310371161,0.321823477745,0.000513106584549
0.524752497673,0,0.325867205858,0.326406806707,0.000539600849152
0.534653484821,0,0.33024007082,0.330801546574,0.000561475753784
0.54455447197,0,0.33441478014,0.334993213415,0.000578433275223
0.554455459118,0,0.338376373053,0.338967144489,0.000590771436691
0.564356446266,0,0.342109084129,0.342706829309,0.00059774518013
0.574257433414,0,0.34559610486,0.346195846796,0.00059974193573
0.584158420563,0,0.348819941282,0.349416673183,0.000596731901169
