wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
1,0.0649381631576,0.532246134205,2.49086753075,0.0166641380638,0.0180355783482,0.0312492243851,0.0200648455799,0.601210205852
