wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
0.1,0.000153992652606,0.939195166418,9.98350852475,0.00459828414023,0.00455697143915,72.5907904841,0.0157354198206,0.304415470084
