wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
10,0.000177827941004,0.0471483406387,0.22572305326,1.16075817167e-06,1.07572444702e-05,7.55530308735,0.00135430123615,0.00191596584186
