alpha,residual,regularization
1e-06,0.0746537848399,64.3449489932
2.73841963426e-06,0.0798036755268,42.2545455383
7.49894209332e-06,0.0923233913947,30.1212291589
2.05352502646e-05,0.0994740290282,20.116832597
5.6234132519e-05,0.0990436073153,11.3641153427
0.000153992652606,0.0928120563952,5.50506365636
0.000421696503429,0.119217762806,3.11549270946
0.00115478198469,0.0901697607236,2.21352058191
0.00316227766017,0.108815001452,1.50052806778
0.0086596432336,0.132834826945,1.36166876276
0.0237137370566,0.0958760591951,0.478436430002
0.0649381631576,0.0939807785328,0.172029408
0.177827941004,0.0906420221549,0.0721536984227
0.486967525166,0.155016359199,0.0796023136738
1.33352143216,0.241415050523,0.0429769245413
3.65174127255,0.59990220406,0.0608939192284
10,0.605743392598,0.0156134013344
