alpha,residual,regularization
1e-06,0.00097501315345,2.58836509875
2.73841963426e-06,0.00125748815113,2.40553446448
7.49894209332e-06,0.00130884480226,2.09876612563
2.05352502646e-05,0.00172181407571,1.76014482179
5.6234132519e-05,0.00268577548803,1.41839886492
0.000153992652606,0.00288240385308,1.02304074117
0.000421696503429,0.00229488830181,0.658147975977
0.00115478198469,0.00176309271947,0.337058815198
0.00316227766017,0.001279140945,0.144329855407
0.0086596432336,0.00108758894908,0.056188034035
0.0237137370566,0.000968627030394,0.0212087887623
0.0649381631576,0.000998544593657,0.00775034628423
0.177827941004,0.00095105321672,0.00286284696132
0.486967525166,0.000960445633466,0.00104842128611
1.33352143216,0.000954779951864,0.000406112972561
3.65174127255,0.00094105691673,0.000162272584938
10,0.000950464424956,6.28196308999e-05
