wJ,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,final_state_rel,coeff_A,coeff_B,coeff_C
0.01,0.115635619602,0.22797769218,1.41476819417e-07,2.2991760501e-07,0.000618325990112,-0.821673682401,0.463083835638,1.81692150637
