x,t,u_true,u_pinn,abs_error,u_rollout
0.366336614,0.02020202,0.233526528,0.232326657,0.001199871,0.231587316164
0.376237631,0.02020202,0.239500597,0.238312274,0.001188323,0.237597567951
0.386138618,0.02020202,0.245423824,0.244248927,0.001174897,0.243557214541
0.396039605,0.02020202,0.251291096,0.250130743,0.001160353,0.249459915333
0.405940592,0.02020202,0.257097036,0.255951583,0.001145452,0.25529730162
0.415841579,0.02020202,0.262835741,0.261703938,0.001131803,0.261060791359
0.425742567,0.02020202,0.268500954,0.267380267,0.001120687,0.266742963773
0.435643554,0.02020202,0.274085909,0.272971272,0.001114637,0.272336985318
0.445544541,0.02020202,0.279583305,0.278467596,0.00111571,0.277835150884
0.455445528,0.02020202,0.284985304,0.283859044,0.00112626,0.283228096227
0.465346515,0.02020202,0.29028365,0.289135784,0.001147866,0.288505177108
0.475247502,0.02020202,0.295469284,0.294288188,0.001181096,0.293655622458
0.485148519,0.02020202,0.300532758,0.299307495,0.001225263,0.298669798239
0.495049506,0.02020202,0.305463821,0.304185063,0.001278758,0.30353991058
0.504950523,0.02020202,0.310251564,0.308912456,0.001339108,0.308260047923
0.514851451,0.02020202,0.314884394,0.313480228,0.001404166,0.312824839833
0.524752498,0.02020202,0.319350064,0.317877978,0.001472086,0.317227145697
0.534653485,0.02020202,0.323635459,0.322093248,0.001542211,0.321454767416
0.544554472,0.02020202,0.327726662,0.326111734,0.001614928,0.325489859887
0.554455459,0.02020202,0.3316091,0.329917401,0.001691699,0.32931142722
0.564356446,0.02020202,0.335267127,0.333492279,0.001774848,0.332899348122
0.574257433,0.02020202,0.33868441,0.336817652,0.001866758,0.336236075051
0.584158421,0.02020202,0.341843784,0.339873284,0.0019705,0.339303382802
0.594059408,0.02020202,0.344727039,0.342639089,0.002087951,0.342079139574
0.603960395,0.02020202,0.347315222,0.345094383,0.002220839,0.344541529193
0.613861382,0.02020202,0.349588573,0.347218752,0.002369821,0.346672549051
0.623762369,0.02020202,0.35152632,0.34899196,0.00253436,0.348454079708
0.633663416,0.02020202,0.353106976,0.350394547,0.002712429,0.349865432873
0.643564343,0.02020202,0.354308218,0.35140714,0.002901077,0.35088525914
0.65346539,0.02020202,0.35510695,0.352010965,0.003095984,0.351493120847
0.663366318,0.02020202,0.355479598,0.352187306,0.003292292,0.351669065258
0.673267365,0.02020202,0.355401725,0.351916879,0.003484845,0.351393067765
0.683168292,0.02020202,0.354848742,0.351179451,0.003669292,0.35064474096
0.693069339,0.02020202,0.353795409,0.349952877,0.003842533,0.349402573937
0.702970266,0.02020202,0.352216423,0.348212659,0.004003763,0.347643008776
0.712871313,0.02020202,0.350086421,0.34593159,0.004154831,0.345340544599
0.722772241,0.02020202,0.347380191,0.343080133,0.004300058,0.342468654791
0.732673287,0.02020202,0.344072789,0.339627981,0.004444808,0.338998331874
0.742574275,0.02020202,0.340140194,0.335545182,0.004595011,0.334899831388
0.752475262,0.02020202,0.335558861,0.330804408,0.004754454,0.330147705482
0.762376249,0.02020202,0.330306739,0.325381458,0.004925281,0.324718210189
0.772277236,0.02020202,0.324363232,0.319254458,0.005108774,0.318588425406
0.782178223,0.02020202,0.317709565,0.312403679,0.005305886,0.311739734664
0.79207921,0.02020202,0.310329139,0.304811388,0.005517751,0.304156964665
0.801980197,0.02020202,0.302208006,0.29646349,0.005744517,0.295827754603
0.811881185,0.02020202,0.293335259,0.287351489,0.00598377,0.286744166482
0.821782172,0.02020202,0.283703387,0.277474135,0.006229252,0.276904507229
0.831683159,0.02020202,0.273308635,0.266838133,0.006470501,0.266314052681
0.841584146,0.02020202,0.262151301,0.255457819,0.006693482,0.25498449296
0.851485133,0.02020202,0.250236452,0.243353337,0.006883115,0.242932586459
0.86138612,0.02020202,0.237573892,0.230549544,0.007024348,0.230178803964
0.871287107,0.02020202,0.224178374,0.217074811,0.007103562,0.216746546091
0.881188154,0.02020202,0.210070416,0.202960432,0.007109985,0.202662055494
0.891089082,0.02020202,0.195275962,0.188241005,0.007034957,0.187955593934
0.900990129,0.02020202,0.179826185,0.172954857,0.006871328,0.172661680008
0.910891116,0.02020202,0.163758516,0.157145381,0.006613135,0.156821548829
0.920792103,0.02020202,0.147115454,0.140861601,0.006253853,0.140482840147
0.93069309,0.02020202,0.129945368,0.12415874,0.005786628,0.123700323094
0.940594077,0.02020202,0.112301387,0.107098304,0.005203083,0.106536217082
0.950495064,0.02020202,0.094241373,0.089748129,0.004493244,0.0890607897653
0.960396051,0.02020202,0.075827874,0.07218124,0.003646635,0.071352536014
0.970297039,0.02020202,0.05712679,0.054475613,0.002651177,0.0534975899797
0.980198026,0.02020202,0.038207203,0.03671325,0.001493953,0.0355885004271
0.990099013,0.02020202,0.019140461,0.018979434,0.000161028,0.017722577508
0.00990099,0.030303031,0.00632014,0.006676196,0.000356056,0.00505388053445
0.01980198,0.030303031,0.012640279,0.011858886,0.000781393,0.0103361527885
0.029702969,0.030303031,0.018960413,0.017221797,0.001738615,0.0158212891742
0.03960396,0.030303031,0.025280524,0.022748183,0.002532341,0.0214846225254
0.049504951,0.030303031,0.031600598,0.028422501,0.003178097,0.0273026944929
0.059405938,0.030303031,0.037920583,0.034230027,0.003690556,0.0332535500096
0.069306932,0.030303031,0.044240426,0.040157147,0.00408328,0.0393169892009
0.07920792,0.030303031,0.050560035,0.046191238,0.004368797,0.0454747265429
0.089108907,0.030303031,0.056879293,0.052320614,0.004558679,0.0517105242548
0.099009901,0.030303031,0.063198075,0.058534071,0.004664004,0.0580102004353
0.108910888,0.030303031,0.069516174,0.064821482,0.004694693,0.0643615328613
0.118811876,0.030303031,0.075833365,0.07117296,0.004660405,0.0707541158311
0.128712863,0.030303031,0.082149372,0.077578969,0.004570402,0.0771790902922
0.138613865,0.030303031,0.088463888,0.084030338,0.00443355,0.0836288493937
0.148514852,0.030303031,0.094776489,0.090517461,0.004259028,0.0900966399524
0.158415839,0.030303031,0.101086743,0.097031064,0.004055679,0.0965762419669
0.168316826,0.030303031,0.107394136,0.103561155,0.003832981,0.103061553911
0.178217813,0.030303031,0.113698035,0.110097945,0.003600091,0.109546277497
0.188118815,0.030303031,0.119997814,0.116631389,0.003366426,0.116023726579
0.198019803,0.030303031,0.126292661,0.123151474,0.003141187,0.122486812254
0.20792079,0.030303031,0.132581711,0.129648551,0.002933159,0.128928450365
0.217821777,0.030303031,0.138863996,0.136114061,0.002749935,0.13534223226
0.227722764,0.030303031,0.145138398,0.142540485,0.002597913,0.141723350567
0.237623751,0.030303031,0.151403725,0.148923308,0.002480417,0.148069401039
0.247524753,0.030303031,0.157658607,0.155261099,0.002397507,0.154380708922
0.257425725,0.030303031,0.163901553,0.161556095,0.002345458,0.160659953548
0.267326742,0.030303031,0.170130938,0.16781354,0.002317399,0.166911446999
0.27722773,0.030303031,0.176344946,0.174040407,0.002304539,0.173139914996
0.287128717,0.030303031,0.182541549,0.180242687,0.002298862,0.179349653763
0.297029704,0.030303031,0.188718572,0.186424851,0.002293721,0.185543633568
0.306930691,0.030303031,0.194873646,0.1925883,0.002285346,0.191722945472
0.316831678,0.030303031,0.201004133,0.198732316,0.002271816,0.197886506159
0.326732665,0.030303031,0.207107261,0.20485425,0.002253011,0.204031063391
0.336633652,0.030303031,0.213179827,0.210950345,0.002229482,0.210151521753
0.34653464,0.030303031,0.219218567,0.217015982,0.002202585,0.216241590227
0.356435627,0.030303031,0.225219786,0.223045886,0.002173901,0.222294703147
0.366336614,0.030303031,0.231179565,0.229034603,0.002144963,0.228305004333
0.376237631,0.030303031,0.237093613,0.234976709,0.002116904,0.234267772457
0.386138618,0.030303031,0.242957294,0.240866274,0.00209102,0.2401783902
0.396039605,0.030303031,0.248765573,0.246697277,0.002068296,0.246030572508
0.405940592,0.030303031,0.254513144,0.2524634,0.002049744,0.251815738216
0.415841579,0.030303031,0.260194182,0.258157581,0.002036601,0.257524780807
0.425742567,0.030303031,0.265802503,0.263771951,0.002030551,0.263149855799
0.435643554,0.030303031,0.27133131,0.269298017,0.002033293,0.268684122573
0.445544541,0.030303031,0.276773423,0.27472648,0.002046943,0.274120232889
0.455445528,0.030303031,0.282121181,0.280047894,0.002073288,0.279449320549
0.465346515,0.030303031,0.287366271,0.28525269,0.002113581,0.284661210327
0.475247502,0.030303031,0.292499781,0.29033199,0.002167791,0.289745519544
0.485148519,0.030303031,0.297512382,0.295277148,0.002235234,0.294692945552
0.495049506,0.030303031,0.302393854,0.30008015,0.002313703,0.299495952312
0.504950523,0.030303031,0.307133496,0.30473277,0.002400726,0.304148637194
0.514851451,0.030303031,0.311719775,0.309225708,0.002494067,0.308645123866
0.524752498,0.030303031,0.316140562,0.313548505,0.002592057,0.31297724982
0.534653485,0.030303031,0.320382893,0.317688882,0.002694011,0.317131929466
0.544554472,0.030303031,0.324432999,0.321632385,0.002800614,0.32109148671
0.554455459,0.030303031,0.328276366,0.325362563,0.002913803,0.324836239048
0.564356446,0.030303031,0.331897646,0.328861475,0.003036171,0.328347373323
0.574257433,0.030303031,0.335280567,0.332109809,0.003170758,0.331607016038
0.584158421,0.030303031,0.338408172,0.335087448,0.003320724,0.334594816199
0.594059408,0.030303031,0.34126243,0.33777386,0.00348857,0.337287553746
0.603960395,0.030303031,0.343824655,0.340148211,0.003676444,0.339664712919
0.613861382,0.030303031,0.346075177,0.342190057,0.00388512,0.341709300611
0.623762369,0.030303031,0.347993433,0.343879312,0.004114121,0.343403199831
0.633663416,0.030303031,0.349558204,0.345196515,0.004361689,0.344726060395
0.643564343,0.030303031,0.350747377,0.346122742,0.004624635,0.345657364052
0.65346539,0.030303031,0.351538092,0.346639574,0.004898518,0.34617758681
0.663366318,0.030303031,0.351906985,0.346728265,0.00517872,0.34626760343
0.673267365,0.030303031,0.351829916,0.346370012,0.005459905,0.345907994057
0.683168292,0.030303031,0.351282448,0.345544606,0.005737841,0.345078522684
0.693069339,0.030303031,0.350239724,0.344229579,0.006010145,0.343757288702
0.702970266,0.030303031,0.348676592,0.342400461,0.006276131,0.341920222742
0.712871313,0.030303031,0.346568018,0.340030134,0.006537884,0.339541526491
0.722772241,0.030303031,0.343888968,0.337089866,0.006799102,0.336594014194
0.732673287,0.030303031,0.340614825,0.333550811,0.007064015,0.333048668386
0.742574275,0.030303031,0.336721718,0.329385459,0.007336259,0.328879073381
0.752475262,0.030303031,0.33218646,0.324568987,0.007617474,0.324062650476
0.762376249,0.030303031,0.326987118,0.319079727,0.007907391,0.318575929855
