wJ,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,final_state_rel,coeff_A,coeff_B,coeff_C
10,0.137643126961,0.330391948768,2.23461275135e-08,7.78707276647e-08,0.000412264865402,-0.821673682401,0.463083835638,1.81692150637
