wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel,coeff_A,coeff_B,coeff_C
0.01,1e-06,0.0478156353122,0.137943770687,2.54670929495e-06,4.45901938719e-06,5.18614514652,9.64516453371e-06,0.00246152986636,-0.821673682401,0.463083835638,1.81692150637
