x,uT_target,uT_rollout
0,0,0
0.0314159265359,0.0628215181563,0.0646482904785
0.0628318530718,0.125581039059,0.128775303022
0.0942477796077,0.188216626637,0.192369849362
0.125663706144,0.250666467129,0.255419804622
0.157079632679,0.31286893008,0.317911920641
0.188495559215,0.374762629171,0.379831629891
0.219911485751,0.436286482793,0.441162839626
0.251327412287,0.49737977433,0.50188771934
0.282743338823,0.557982212078,0.56198648375
0.314159265359,0.61803398875,0.621437175658
0.345575191895,0.677475840491,0.680215451908
0.376991118431,0.736249105369,0.738294380543
0.408407044967,0.79429578127,0.795644256025
0.439822971503,0.85155858313,0.852232441606
0.471238898038,0.907980999479,0.908023250004
0.502654824574,0.963507348203,0.962977872291
0.53407075111,1.0180828315,1.01705437122
0.565486677646,1.07165358996,1.07020774742
0.596902604182,1.1241667557,1.12239009037
0.628318530718,1.17557050458,1.17355082281
0.659734457254,1.22581410731,1.2236370418
0.69115038379,1.2748479795,1.27259395438
0.722566310326,1.32262373065,1.32036539634
0.753982236862,1.36909421186,1.36689441981
0.785398163397,1.41421356237,1.41212392464
0.816814089933,1.45793725484,1.45599730557
0.848230016469,1.50022213926,1.49845908555
0.879645943005,1.54102648555,1.53945550482
0.911061869541,1.58031002475,1.57893504139
0.942477796077,1.61803398875,1.61684884373
0.973893722613,1.65416114855,1.65315106565
1.00530964915,1.688655851,1.68779909889
1.03672557568,1.72148405401,1.7207537064
1.06814150222,1.75261336009,1.75197906978
1.09955742876,1.78201304838,1.78144275641
1.13097335529,1.80965410493,1.80911562761
1.16238928183,1.83550925137,1.83497169807
1.19380520836,1.85955297178,1.85898796178
1.2252211349,1.88176153791,1.88114419645
1.25663706144,1.90211303259,1.90142275874
1.28805298797,1.92058737135,1.9198083752
1.31946891451,1.93716632226,1.93628793978
1.35088484104,1.95183352388,1.95085032128
1.38230076758,1.96457450146,1.96348618271
1.41371669412,1.97537668119,1.97418781901
1.44513262065,1.98422940263,1.98294901303
1.47654854719,1.99112392921,1.9897649106
1.50796447372,1.99605345686,1.9946319168
1.53938040026,1.99901312073,1.99754761326
1.57079632679,2,1.99851069657
1.60221225333,1.99901312073,1.99752093876
1.63362817987,1.99605345686,1.99457916952
1.6650441064,1.99112392921,1.9896872804
1.69646003294,1.98422940263,1.98284825105
1.72787595947,1.97537668119,1.97406619822
1.75929188601,1.96457450146,1.96334644581
1.79070781255,1.95183352388,1.95069561955
1.82212373908,1.93716632226,1.93612176231
1.85353966562,1.92058737135,1.91963447106
1.88495559215,1.90211303259,1.90124505589
1.91637151869,1.88176153791,1.88096671646
1.94778744523,1.85955297178,1.85881473631
1.97920337176,1.83550925137,1.83480668859
2.0106192983,1.80965410493,1.80896264899
2.04203522483,1.78201304838,1.78130540942
2.07345115137,1.75261336009,1.7518606797
2.10486707791,1.72148405401,1.72065726924
2.13628300444,1.688655851,1.68772723343
2.16769893098,1.65416114855,1.65310596889
2.19911485751,1.61803398875,1.61683224201
2.23053078405,1.58031002475,1.5789481376
2.26194671058,1.54102648555,1.53949891303
2.29336263712,1.50022213926,1.49853275262
2.32477856366,1.45793725484,1.45610042172
2.35619449019,1.41421356237,1.41225482856
2.38761041673,1.36909421186,1.3670505089
2.41902634326,1.32262373065,1.32054305808
2.4504422698,1.2748479795,1.27278853668
2.48185819634,1.22581410731,1.22384287911
2.51327412287,1.17557050458,1.17376133247
2.54469004941,1.1241667557,1.12259794635
2.57610597594,1.07165358996,1.07040512929
2.60752190248,1.0180828315,1.01723328072
2.63893782902,0.963507348203,0.963130499452
2.67035375555,0.907980999479,0.90814236802
2.70176968209,0.85155858313,0.852311806885
2.73318560862,0.79429578127,0.795678990643
2.76460153516,0.736249105369,0.738281318525
2.79601746169,0.677475840491,0.680153432514
2.82743338823,0.61803398875,0.621327274994
2.85884931477,0.557982212078,0.561832178872
2.8902652413,0.49737977433,0.501694984015
2.92168116784,0.436286482793,0.440940175128
2.95309709437,0.374762629171,0.379590034685
2.98451302091,0.31286893008,0.317664807066
3.01592894745,0.250666467129,0.255182869634
3.04734487398,0.188216626637,0.192160907142
3.07876080052,0.125581039059,0.128614087412
3.11017672705,0.0628215181563,0.0645562348406
3.14159265359,2.44929359829e-16,0
