wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
0.1,5.6234132519e-06,0.0265513871441,0.119206127804,6.11850914618e-06,7.75074342869e-06,8.49450805039,5.55188725676e-05,0.00161346473394
