alpha,residual,regularization
1e-06,0.00716693723313,11.6962958056
2.73841963426e-06,0.00712077915845,9.92406279706
7.49894209332e-06,0.00682430545275,8.31445785067
2.05352502646e-05,0.00798429984478,6.69718423006
5.6234132519e-05,0.0130247099728,4.73450752299
0.000153992652606,0.0146252730119,2.93277425279
0.000421696503429,0.0177353669307,2.12629849647
0.00115478198469,0.0160984555238,1.6176367168
0.00316227766017,0.0243687190548,0.96686920512
0.0086596432336,0.0258233717391,0.551498751968
0.0237137370566,0.023851071439,0.301566026598
0.0649381631576,0.0245022499388,0.14324775633
0.177827941004,0.0242638816179,0.0653131136854
0.486967525166,0.024935677018,0.025089396795
1.33352143216,0.0256159221698,0.00932022746768
3.65174127255,0.0258286413793,0.00343095807725
10,0.0258717663999,0.00129833164607
