wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
1000,0.000421696503429,0.736568256083,4.49723074802,0.00584469492929,0.0197589885612,127439.920531,53.7607278737,0.138334884668
