alpha,residual,regularization
1e-06,0.175341956559,27.8453084011
2.73841963426e-06,0.162288976393,24.1461326899
7.49894209332e-06,0.114156744283,16.8081452016
2.05352502646e-05,0.103307343969,10.898596934
5.6234132519e-05,0.149366795789,5.89879917274
0.000153992652606,0.323559072804,6.28268130872
0.000421696503429,0.299889414596,3.87725282217
0.00115478198469,0.212751893491,2.02966858559
0.00316227766017,0.144966398787,1.4210087034
0.0086596432336,0.131204209888,0.885934790686
0.0237137370566,0.175143437189,0.653302943707
0.0649381631576,0.147309153869,0.373445884658
0.177827941004,0.144557632178,0.33975495132
0.486967525166,0.190335209832,0.186249193331
1.33352143216,0.299442292475,0.067451953142
3.65174127255,0.359309098978,0.0449560127691
10,0.496455437776,0.030192796241
