wJ,alpha,loss_fbi,loss_j,loss_reg,objective_rollout,tikhonov_rollout
0.001,3.65174127255,7.43963357764e-07,0.264946585894,5.67521754036e-09,0.259701855119,0.259701869481
0.01,2.73841963426e-06,8.03957144625e-06,0.0595361139625,44.4852775574,0.0619237603059,0.0620662796148
0.1,0.00316227766017,0.000713394648148,0.0861079670489,0.779490232468,0.0885552483739,0.404530412264
1,0.00316227766017,0.0023552086969,0.0322977639735,1.34607796669,0.0339240944036,4.95479186327
10,3.65174127255,0.309497097414,0.0663206458092,0.00332483237144,0.197345806563,176.938994187
100,0.000153992652606,0.106888102445,0.00976767130196,76.2418251038,0.0156425545896,5.67544872648
1000,0.000421696503429,0.49517574464,0.0056972917635,59.410206604,0.0197589885612,53.7607278737
