wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
1000,3.16227766017e-05,0.00912994146971,0.0861923216117,1.37854514515e-08,3.13965906126e-07,10.2725191224,0.00032515954325,0.000340510306711
