x,uT_target,uT_pred,abs_error
0,0,7.91468919488e-05,7.91468919488e-05
0.0250000003725,0.00164493382908,0.00173981988337,9.48860542849e-05
0.0500000007451,0.00328985741362,0.0034089605324,0.000119103118777
0.0750000029802,0.00493471790105,0.00508465245366,0.00014993455261
0.10000000149,0.00657937675714,0.00676519284025,0.000185816083103
0.125,0.00822356436402,0.00844846572727,0.000224901363254
0.15000000596,0.00986682996154,0.010132056661,0.000265226699412
0.17499999702,0.0115084806457,0.0118135027587,0.000305022113025
0.20000000298,0.0131475310773,0.0134897725657,0.000342241488397
0.225000008941,0.0147826187313,0.0151579929516,0.000375374220312
0.25,0.0164119228721,0.0168143119663,0.000402389094234
0.27500000596,0.0180330853909,0.0184546113014,0.000421525910497
0.300000011921,0.0196430683136,0.0200744848698,0.000431416556239
0.325000017881,0.0212380569428,0.0216687265784,0.000430669635534
0.34999999404,0.0228132903576,0.0232310667634,0.000417776405811
0.375,0.0243628956378,0.0247549656779,0.000392070040107
0.40000000596,0.0258796922863,0.026232322678,0.000352630391717
0.425000011921,0.0273549612612,0.0276539288461,0.000298967584968
0.450000017881,0.0287781972438,0.0290088336915,0.000230636447668
0.47499999404,0.0301368292421,0.030284890905,0.000148061662912
0.5,0.0314159281552,0.031467102468,5.117431283e-05
0.525000035763,0.0325978845358,0.0325390100479,5.88744878769e-05
0.550000011921,0.0336621031165,0.0334808155894,0.000181287527084
0.574999988079,0.0345847271383,0.0342701971531,0.000314529985189
0.600000023842,0.035338409245,0.0348818637431,0.000456545501947
0.625,0.0358922109008,0.0352873057127,0.000604905188084
0.650000035763,0.0362116768956,0.0354554317892,0.000756245106459
0.675000011921,0.0362591594458,0.0353526957333,0.000906463712454
0.699999988079,0.0359945558012,0.034944422543,0.0010501332581
0.725000023842,0.0353764332831,0.0341954343021,0.001180998981
0.75,0.0343638807535,0.0330729074776,0.0012909732759
0.775000035763,0.0329188592732,0.0315480902791,0.00137076899409
0.800000011921,0.0310093704611,0.0295992679894,0.00141010247171
0.824999988079,0.0286131240427,0.0272145364434,0.0013985875994
0.850000023842,0.0257215760648,0.0243951585144,0.00132641755044
0.875,0.0223438758403,0.021157708019,0.00118616782129
0.900000035763,0.0185101497918,0.0175352618098,0.000974887982011
0.925000011921,0.0142734153196,0.0135782407597,0.000695174559951
0.949999988079,0.0097095258534,0.00935251358896,0.000357012264431
0.975000023842,0.00491457665339,0.00493707321584,2.24965624511e-05
1,-5.49293543983e-09,0.000420176133048,0.000420181633672
1.02499997616,-0.00491458782926,-0.00410613557324,0.000808452256024
1.05000007153,-0.0097095509991,-0.00855010934174,0.00115944165736
1.07500004768,-0.0142734404653,-0.0128259081393,0.00144753232598
1.10000002384,-0.0185101721436,-0.0168572068214,0.00165296532214
1.125,-0.0223438832909,-0.0205799937248,0.00176388956606
1.14999997616,-0.0257215835154,-0.0239449813962,0.00177660211921
1.17500007153,-0.0286131370813,-0.026917418465,0.00169571861625
1.20000004768,-0.031009381637,-0.0294767674059,0.00153261423111
1.22500002384,-0.0329188667238,-0.0316159948707,0.00130287185311
1.25,-0.0343638807535,-0.0333388820291,0.00102499872446
1.27499997616,-0.0353764407337,-0.0346592366695,0.000717204064131
1.30000007153,-0.0359945520759,-0.0355968996882,0.000397652387619
1.32500004768,-0.0362591631711,-0.0361777469516,8.14162194729e-05
1.35000002384,-0.0362116731703,-0.0364303216338,0.000218648463488
1.375,-0.0358922109008,-0.0363849587739,0.000492747873068
1.39999997616,-0.035338409245,-0.0360724925995,0.000734083354473
1.42500007153,-0.0345847196877,-0.0355227477849,0.000938028097153
1.45000004768,-0.0336620956659,-0.0347650274634,0.0011029317975
1.47500002384,-0.0325978845358,-0.0338264591992,0.0012285746634
1.5,-0.0314159281552,-0.0327320881188,0.00131615996361
1.52499997616,-0.0301368292421,-0.0315049253404,0.0013680960983
1.55000007153,-0.0287781842053,-0.0301659312099,0.00138774700463
1.57500004768,-0.0273549593985,-0.0287335924804,0.00137863308191
1.60000002384,-0.025879688561,-0.0272246524692,0.0013449639082
1.625,-0.0243628919125,-0.0256536882371,0.00129079632461
1.64999997616,-0.0228132847697,-0.0240333564579,0.00122007168829
1.67500007153,-0.0212380494922,-0.0223747752607,0.00113672576845
1.70000004768,-0.019643060863,-0.0206874534488,0.00104439258575
1.72500002384,-0.0180330760777,-0.0189794097096,0.000946333631873
1.75,-0.0164119154215,-0.0172573011369,0.000845385715365
1.77499997616,-0.0147826196626,-0.015526663512,0.000744043849409
1.80000007153,-0.0131475236267,-0.0137918591499,0.000644335523248
1.82500004768,-0.0115084713325,-0.012056088075,0.000547616742551
1.85000002384,-0.00986681971699,-0.0103221395984,0.000455319881439
1.875,-0.00822356343269,-0.00859137438238,0.000367810949683
1.89999997616,-0.00657937536016,-0.00686466181651,0.000285286456347
1.92500007153,-0.00493470579386,-0.00514247268438,0.000207766890526
1.95000004768,-0.00328985485248,-0.00342463608831,0.000134781235829
1.97500002384,-0.00164493080229,-0.00171052245423,6.55916519463e-05
2,3.66195695989e-09,8.69928044267e-07,8.66266077537e-07
2.02500009537,0.00164494814817,0.00171069079079,6.57426426187e-05
2.04999995232,0.00328986207023,0.00342007447034,0.000130212400109
2.07499980927,0.00493471324444,0.00513042276725,0.000195709522814
2.09999990463,0.00657937303185,0.00684255501255,0.000263181980699
2.125,0.00822357088327,0.00855728890747,0.000333718024194
2.15000009537,0.00986683554947,0.0102749206126,0.0004080850631
2.17499995232,0.0115084787831,0.0119952950627,0.00048681627959
2.19999980927,0.0131475208327,0.013717841357,0.000570320524275
2.22499990463,0.0147826168686,0.0154404919595,0.000657875090837
2.25,0.0164119228721,0.0171607937664,0.000748870894313
2.27500009537,0.0180330947042,0.0188750233501,0.000841928645968
2.29999995232,0.0196430683136,0.0205783452839,0.000935276970267
2.32499980927,0.0212380476296,0.0222641415894,0.00102609395981
2.34999990463,0.022813282907,0.023924946785,0.00111166387796
2.375,0.024362899363,0.0255511365831,0.00118823722005
2.40000009537,0.0258797053248,0.0271315295249,0.00125182420015
2.42499995232,0.0273549631238,0.0286531057209,0.00129814259708
2.44999980927,0.0287781897932,0.0301006641239,0.00132247433066
2.47499990463,0.0301368255168,0.0314573198557,0.00132049433887
2.5,0.0314159356058,0.0327035672963,0.0012876316905
2.52500009537,0.0325978882611,0.0338180065155,0.00122011825442
2.54999995232,0.0336621068418,0.0347769111395,0.00111480429769
2.57499980927,0.0345847196877,0.0355548597872,0.000970140099525
2.59999990463,0.0353384017944,0.0361238121986,0.000785410404205
2.625,0.0358922109008,0.0364546142519,0.000562403351068
2.65000009537,0.0362116768956,0.0365167297423,0.00030505284667
2.67499995232,0.0362591631711,0.0362787693739,1.96062028408e-05
2.69999980927,0.0359945558012,0.0357104130089,0.000284142792225
2.72499990463,0.035376444459,0.034781884402,0.000594560056925
2.75,0.0343638733029,0.0334669686854,0.000896904617548
2.77500009537,0.0329188480973,0.0317444913089,0.0011743567884
2.79999995232,0.0310093797743,0.0295998752117,0.00140950456262
2.82499980927,0.028613133356,0.0270282961428,0.00158483721316
2.84999990463,0.0257215891033,0.0240365024656,0.00168508663774
2.875,0.0223438907415,0.0206452924758,0.00169859826565
2.90000009537,0.0185101162642,0.0168906822801,0.00161943398416
2.92499995232,0.0142734339461,0.0128250923008,0.0014483416453
2.94999980927,0.00970952957869,0.00851568579674,0.00119384378195
2.97499990463,0.00491458084434,0.00404318794608,0.000871392898262
3,-1.49852474873e-09,-0.000502432871144,0.000502431357745
3.02500009537,-0.00491464324296,-0.00502631766722,0.000111674424261
3.04999995232,-0.00970953237265,-0.00943488720804,0.000274645164609
3.07500004768,-0.01427343674,-0.0136405862868,0.000632850453258
3.09999990463,-0.0185101684183,-0.0175674501806,0.000942718237638
3.125,-0.0223438907415,-0.0211538169533,0.00119007378817
3.15000009537,-0.025721590966,-0.0243553481996,0.00136624276638
3.17499995232,-0.0286131370813,-0.0271439775825,0.00146915949881
3.20000004768,-0.031009381637,-0.0295083038509,0.00150107778609
3.22499990463,-0.0329188704491,-0.0314504206181,0.00146844983101
3.25,-0.0343638919294,-0.0329835563898,0.00138033553958
3.27500009537,-0.0353764407337,-0.0341288335621,0.00124760717154
3.29999995232,-0.0359945595264,-0.0349136553705,0.00108090415597
3.32500004768,-0.0362591631711,-0.0353674441576,0.000891719013453
3.34999990463,-0.0362116768956,-0.0355214700103,0.000690206885338
3.375,-0.0358922109008,-0.0354066975415,0.000485513359308
3.40000009537,-0.0353384017944,-0.0350527428091,0.000285658985376
3.42499995232,-0.0345847196877,-0.0344874076545,9.73120331764e-05
3.45000004768,-0.0336620919406,-0.0337365493178,7.44573771954e-05
3.47499990463,-0.0325978882611,-0.0328233763576,0.000225488096476
3.5,-0.0314159169793,-0.0317693911493,0.00035347416997
3.52500009537,-0.0301368180662,-0.0305936206132,0.000456802546978
3.54999995232,-0.0287781972438,-0.0293131712824,0.000534974038601
3.57500004768,-0.0273549444973,-0.0279433541,0.000588409602642
3.59999990463,-0.0258796941489,-0.0264978632331,0.000618169084191
3.625,-0.0243628975004,-0.024988854304,0.00062595680356
3.65000009537,-0.0228132717311,-0.023427195847,0.000613924115896
3.67499995232,-0.0212380569428,-0.0218225419521,0.000584485009313
3.70000004768,-0.0196430496871,-0.0201833788306,0.000540329143405
3.72499990463,-0.0180330835283,-0.0185173582286,0.000484274700284
3.75,-0.0164119228721,-0.0168311484158,0.000419225543737
3.77500009537,-0.0147825973108,-0.0151306120679,0.000348014757037
3.79999995232,-0.0131475282833,-0.013420981355,0.000273453071713
3.82500004768,-0.0115084787831,-0.0117068039253,0.000198325142264
3.84999990463,-0.00986682623625,-0.0099917864427,0.000124960206449
3.875,-0.0082235597074,-0.00827942881733,5.58691099286e-05
3.90000009537,-0.00657937256619,-0.00657272012904,6.65243715048e-06
3.92499995232,-0.00493471231312,-0.00487396027893,6.07520341873e-05
3.95000004768,-0.00328985112719,-0.00318518118002,0.000104669947177
3.97499990463,-0.00164492719341,-0.00150823174044,0.000136695452966
4,7.32391391978e-09,0.000155688481755,0.000155681162141
