x,t,u
15.625,3.01,-0.889616254248
17.1875,3.01,-0.016411209569
18.75,3.01,0.422383177686
20.3125,3.01,0.721478997134
21.875,3.01,1.41220507094
23.4375,3.01,1.56063771676
25,3.01,0.116884663468
26.5625,3.01,-0.728953598813
28.125,3.01,-0.0443451966368
29.6875,3.01,0.647961085342
31.25,3.01,1.98137420126
32.8125,3.01,1.63488921223
34.375,3.01,-0.921186743748
35.9375,3.01,-1.32778496896
37.5,3.01,-0.0788689782584
39.0625,3.01,0.686993100326
40.625,3.01,1.65423469051
42.1875,3.01,0.546166153321
43.75,3.01,-1.42083603317
45.3125,3.01,-1.05417372936
46.875,3.01,-0.271207093417
48.4375,3.01,0.357650837717
0,3.02,1.10715874902
1.5625,3.02,1.75325180388
3.125,3.02,0.0683786122977
4.6875,3.02,-1.29563403491
6.25,3.02,-0.52235724672
7.8125,3.02,-0.00184307254334
9.375,3.02,0.530839583508
10.9375,3.02,1.49912276943
12.5,3.02,1.23754790621
14.0625,3.02,-0.602424666435
15.625,3.02,-0.891653458178
17.1875,3.02,-0.0169716765011
18.75,3.02,0.421426669942
20.3125,3.02,0.719838320003
21.875,3.02,1.40895572726
23.4375,3.02,1.56333849067
25,3.02,0.120754452653
26.5625,3.02,-0.731567230914
28.125,3.02,-0.0488984625705
29.6875,3.02,0.644733231859
31.25,3.02,1.97876717559
32.8125,3.02,1.64008010971
34.375,3.02,-0.91782320249
35.9375,3.02,-1.33200312429
37.5,3.02,-0.0795751128999
39.0625,3.02,0.686747849348
40.625,3.02,1.65593097145
42.1875,3.02,0.546735028114
43.75,3.02,-1.42193044788
45.3125,3.02,-1.05436010728
46.875,3.02,-0.271016761907
48.4375,3.02,0.356887400122
0,3.03,1.10534144222
1.5625,3.03,1.75605752129
3.125,3.03,0.0729126511629
4.6875,3.03,-1.29619990511
6.25,3.03,-0.523199456319
7.8125,3.03,-0.00269776695695
9.375,3.03,0.529303460825
10.9375,3.03,1.49788079887
12.5,3.03,1.24156461772
14.0625,3.03,-0.599295440153
15.625,3.03,-0.893690968365
17.1875,3.03,-0.0175380719233
18.75,3.03,0.420474666302
20.3125,3.03,0.718211974225
21.875,3.03,1.40570240279
23.4375,3.03,1.56601815809
25,3.03,0.124632613537
26.5625,3.03,-0.73416426965
28.125,3.03,-0.0534566107368
29.6875,3.03,0.64151665049
31.25,3.03,1.97613936358
32.8125,3.03,1.64525675225
34.375,3.03,-0.914443265912
35.9375,3.03,-1.33622034752
37.5,3.03,-0.0802813191201
39.0625,3.03,0.68650233242
40.625,3.03,1.65762778037
42.1875,3.03,0.547306957768
43.75,3.03,-1.42301959995
45.3125,3.03,-1.05454573282
46.875,3.03,-0.27082321943
48.4375,3.03,0.356121522286
0,3.04,1.10351150862
1.5625,3.04,1.75884946392
3.125,3.04,0.0774640199896
4.6875,3.04,-1.29675429555
6.25,3.04,-0.524051627481
7.8125,3.04,-0.00355306565014
9.375,3.04,0.527771719781
10.9375,3.04,1.49662207801
12.5,3.04,1.24557547496
14.0625,3.04,-0.596147923028
15.625,3.04,-0.895728687895
17.1875,3.04,-0.0181104382042
18.75,3.04,0.419527140677
20.3125,3.04,0.716599850157
21.875,3.04,1.40244528753
23.4375,3.04,1.56867676801
25,3.04,0.128518963326
26.5625,3.04,-0.736744741234
28.125,3.04,-0.0580195658364
29.6875,3.04,0.638311330987
31.25,3.04,1.97349094538
32.8125,3.04,1.65041903772
34.375,3.04,-0.911047144934
35.9375,3.04,-1.34043643561
37.5,3.04,-0.0809875947227
39.0625,3.04,0.686256512928
40.625,3.04,1.6593251071
42.1875,3.04,0.547881998718
43.75,3.04,-1.42410350384
45.3125,3.04,-1.05473061428
46.875,3.04,-0.270626444878
48.4375,3.04,0.35535319796
0,3.05,1.10166900449
1.5625,3.05,1.7616275228
3.125,3.05,0.0820326646276
4.6875,3.05,-1.29729708279
6.25,3.05,-0.524913811155
7.8125,3.05,-0.00440895656508
9.375,3.05,0.526244375974
10.9375,3.05,1.49534666721
12.5,3.05,1.24958038918
14.0625,3.05,-0.592982168655
15.625,3.05,-0.897766519562
17.1875,3.05,-0.018688817032
18.75,3.05,0.418584066824
20.3125,3.05,0.715001837721
21.875,3.05,1.39918456988
23.4375,3.05,1.57131437077
25,3.05,0.13241332015
26.5625,3.05,-0.739308673554
28.125,3.05,-0.0625872517782
29.6875,3.05,0.635117262279
31.25,3.05,1.97082210135
32.8125,3.05,1.65556686456
34.375,3.05,-0.907635049869
35.9375,3.05,-1.34465118555
37.5,3.05,-0.0816939377471
39.0625,3.05,0.686010354374
40.625,3.05,1.66102294106
42.1875,3.05,0.548460207156
43.75,3.05,-1.4251821736
45.3125,3.05,-1.05491475998
46.875,3.05,-0.270426417356
48.4375,3.05,0.35458242091
0,3.06,1.09981398683
1.5625,3.06,1.76439158882
3.125,3.06,0.0866185304244
4.6875,3.06,-1.29782814301
6.25,3.06,-0.525786058501
7.8125,3.06,-0.00526542751808
9.375,3.06,0.524721444402
10.9375,3.06,1.49405462739
12.5,3.06,1.25357927157
14.0625,3.06,-0.58979823108
15.625,3.06,-0.899804365869
17.1875,3.06,-0.0192732494197
18.75,3.06,0.417645418346
20.3125,3.06,0.713417826426
21.875,3.06,1.39592043661
23.4375,3.06,1.57393101812
25,3.06,0.136315503067
26.5625,3.06,-0.74185609615
28.125,3.06,-0.0671595916882
29.6875,3.06,0.631934432474
31.25,3.06,1.96813301201
32.8125,3.06,1.66070013178
34.375,3.06,-0.9042071904
35.9375,3.06,-1.3488643943
37.5,3.06,-0.0824003464775
39.0625,3.06,0.685763820377
40.625,3.06,1.6627212712
42.1875,3.06,0.549041639025
43.75,3.06,-1.42625562282
45.3125,3.06,-1.05509817837
46.875,3.06,-0.270223116182
48.4375,3.06,0.353809184912
0,3.07,1.09794651333
1.5625,3.07,1.7671415527
3.125,3.07,0.0912215622241
4.6875,3.07,-1.2983473521
6.25,3.07,-0.526668420884
7.8125,3.07,-0.00612246620298
9.375,3.07,0.523202939472
10.9375,3.07,1.49274602009
12.5,3.07,1.25757203325
14.0625,3.07,-0.586596164797
15.625,3.07,-0.901842129025
17.1875,3.07,-0.0198637757094
18.75,3.07,0.416711168685
20.3125,3.07,0.711847705389
21.875,3.07,1.39265307286
23.4375,3.07,1.57652676309
25,3.07,0.140225332076
26.5625,3.07,-0.744387040198
28.125,3.07,-0.0717365079179
29.6875,3.07,0.62876282887
31.25,3.07,1.96542385809
32.8125,3.07,1.66581873902
34.375,3.07,-0.900763775561
35.9375,3.07,-1.35307585887
37.5,3.07,-0.0831068194504
39.0625,3.07,0.685516874672
40.625,3.07,1.66442008607
42.1875,3.07,0.549626350026
43.75,3.07,-1.42732386469
45.3125,3.07,-1.05528087794
46.875,3.07,-0.270016520892
48.4375,3.07,0.353033483759
0,3.08,1.09606664245
1.5625,3.08,1.76987730505
3.125,3.08,0.0958417043663
4.6875,3.08,-1.29885458563
6.25,3.08,-0.527560949866
7.8125,3.08,-0.0069800601946
9.375,3.08,0.52168887499
10.9375,3.08,1.49142090739
12.5,3.08,1.26155858531
14.0625,3.08,-0.583376024742
15.625,3.08,-0.903879710951
17.1875,3.08,-0.0204604355777
18.75,3.08,0.415781291119
20.3125,3.08,0.710291363354
21.875,3.08,1.38938266211
23.4375,3.08,1.57910166009
25,3.08,0.144142628118
26.5625,3.08,-0.746901538488
28.125,3.08,-0.076317922053
29.6875,3.08,0.62560243797
31.25,3.08,1.96269482048
32.8125,3.08,1.67092258648
34.375,3.08,-0.897305013716
35.9375,3.08,-1.35728537634
37.5,3.08,-0.0838133554638
39.0625,3.08,0.68526948111
40.625,3.08,1.66611937377
42.1875,3.08,0.550214395604
43.75,3.08,-1.42838691199
45.3125,3.08,-1.05546286725
46.875,3.08,-0.26980661124
48.4375,3.08,0.352255311252
0,3.09,1.09417443331
1.5625,3.09,1.77259873629
3.125,3.09,0.100478900686
4.6875,3.09,-1.29934971883
6.25,3.09,-0.528463697198
7.8125,3.09,-0.00783819695228
9.375,3.09,0.520179264169
10.9375,3.09,1.49007935199
12.5,3.09,1.26553883879
14.0625,3.09,-0.580137866297
15.625,3.09,-0.905917013276
17.1875,3.09,-0.0210632680405
18.75,3.09,0.41485575876
20.3125,3.09,0.708748688713
21.875,3.09,1.38610938623
23.4375,3.09,1.58165576478
25,3.09,0.14806721309
26.5625,3.09,-0.749399625406
28.125,3.09,-0.080903754922
29.6875,3.09,0.622453245484
31.25,3.09,1.95994608024
32.8125,3.09,1.67601157498
34.375,3.09,-0.893831112544
35.9375,3.09,-1.36149274388
37.5,3.09,-0.0845199535851
39.0625,3.09,0.685021603658
40.625,3.09,1.66781912196
42.1875,3.09,0.550805830958
43.75,3.09,-1.42944477704
45.3125,3.09,-1.05564415495
46.875,3.09,-0.269593367198
48.4375,3.09,0.351474661209
0,3.1,1.09226994579
1.5625,3.1,1.77530573677
3.125,3.1,0.10513309451
4.6875,3.1,-1.29983262667
6.25,3.1,-0.529376714811
7.8125,3.1,-0.00869686382337
9.375,3.1,0.51867411962
10.9375,3.1,1.48872141717
12.5,3.1,1.26951270469
14.0625,3.1,-0.576881745286
15.625,3.1,-0.907953937336
17.1875,3.1,-0.0216723114587
18.75,3.1,0.413934544548
20.3125,3.1,0.707219569524
21.875,3.1,1.38283342541
23.4375,3.1,1.58418913415
25,3.1,0.151998909848
26.5625,3.1,-0.751881336914
28.125,3.1,-0.0854939266052
29.6875,3.1,0.619315236344
31.25,3.1,1.95717781857
32.8125,3.1,1.68108560596
34.375,3.1,-0.890342279013
35.9375,3.1,-1.36569775877
37.5,3.1,-0.0852266131596
39.0625,3.1,0.6847732064
40.625,3.1,1.66951931792
42.1875,3.1,0.551400711027
43.75,3.1,-1.43049747176
45.3125,3.1,-1.05582474975
46.875,3.1,-0.269376768959
48.4375,3.1,0.350691527463
0,3.11,1.09035324046
1.5625,3.11,1.77799819666
3.125,3.11,0.109804228662
4.6875,3.11,-1.30030318383
6.25,3.11,-0.530300054809
7.8125,3.11,-0.00955604804676
9.375,3.11,0.517173453359
10.9375,3.11,1.48734716681
12.5,3.11,1.27348009395
14.0625,3.11,-0.573607717976
15.625,3.11,-0.909990384181
17.1875,3.11,-0.0222876035428
18.75,3.11,0.413017621252
20.3125,3.11,0.705703893534
21.875,3.11,1.3795549582
23.4375,3.11,1.58670182643
25,3.11,0.155937542215
26.5625,3.11,-0.754346710528
28.125,3.11,-0.0900883564431
29.6875,3.11,0.61618839471
31.25,3.11,1.95439021682
32.8125,3.11,1.68614458144
34.375,3.11,-0.886838719366
35.9375,3.11,-1.36990021844
37.5,3.11,-0.0859333338187
39.0625,3.11,0.684524253534
40.625,3.11,1.67121994848
42.1875,3.11,0.551999090499
43.75,3.11,-1.43154500765
45.3125,3.11,-1.05600466046
46.875,3.11,-0.269156796938
48.4375,3.11,0.349905903859
0,3.12,1.08842437859
1.5625,3.12,1.78067600608
3.125,3.12,0.114492245453
4.6875,3.12,-1.30076126468
6.25,3.12,-0.531233769461
7.8125,3.12,-0.0104157367565
9.375,3.12,0.515677276801
10.9375,3.12,1.48595666536
12.5,3.12,1.27744091749
14.0625,3.12,-0.570315841069
15.625,3.12,-0.91202625457
17.1875,3.12,-0.0229091813592
18.75,3.12,0.412104961462
20.3125,3.12,0.704201548195
21.875,3.12,1.37627416149
23.4375,3.12,1.5891939011
25,3.12,0.159882934991
26.5625,3.12,-0.756795785298
28.125,3.12,-0.0946869630456
29.6875,3.12,0.613072703985
31.25,3.12,1.95158345648
32.8125,3.12,1.69118840412
34.375,3.12,-0.883320639102
35.9375,3.12,-1.37409992048
37.5,3.12,-0.0866401154878
39.0625,3.12,0.684274709373
40.625,3.12,1.67292100006
42.1875,3.12,0.552601023801
43.75,3.12,-1.43258739578
45.3125,3.12,-1.05618389594
46.875,3.12,-0.268933431774
48.4375,3.12,0.349117784262
0,3.13,1.0864834222
1.5625,3.13,1.78333905499
3.125,3.13,0.119197086691
4.6875,3.13,-1.30120674337
6.25,3.13,-0.53217791119
7.8125,3.13,-0.0112759169852
9.375,3.13,0.514185600764
10.9375,3.13,1.48454997787
12.5,3.13,1.28139508618
14.0625,3.13,-0.567006171709
15.625,3.13,-0.914061448972
17.1875,3.13,-0.0235370813353
18.75,3.13,0.411196537592
20.3125,3.13,0.702712420685
21.875,3.13,1.37299121049
23.4375,3.13,1.59166541889
25,3.13,0.163834913956
26.5625,3.13,-0.759228601787
28.125,3.13,-0.099289664301
29.6875,3.13,0.609968146816
31.25,3.13,1.94875771917
32.8125,3.13,1.69621697727
34.375,3.13,-0.879788242958
35.9375,3.13,-1.37829666269
37.5,3.13,-0.0873469583946
39.0625,3.13,0.684024538346
40.625,3.13,1.67462245867
42.1875,3.13,0.5532065651
43.75,3.13,-1.4336246468
45.3125,3.13,-1.05636246512
46.875,3.13,-0.268706654332
48.4375,3.13,0.348327162551
0,3.14,1.08453043397
1.5625,3.14,1.78598723329
3.125,3.14,0.123918693669
4.6875,3.14,-1.30163949377
6.25,3.14,-0.533132532568
7.8125,3.14,-0.0121365756681
9.375,3.14,0.512698435464
10.9375,3.14,1.48312717
12.5,3.14,1.28534251085
14.0625,3.14,-0.563678767474
15.625,3.14,-0.91609586757
17.1875,3.14,-0.0241713392651
18.75,3.14,0.410292321874
20.3125,3.14,0.701236397927
21.875,3.14,1.36970627877
23.4375,3.14,1.59411644171
25,3.14,0.167793305877
26.5625,3.14,-0.761645202046
28.125,3.14,-0.103896377385
29.6875,3.14,0.606874705111
31.25,3.14,1.94591318661
32.8125,3.14,1.70123020485
34.375,3.14,-0.876241734889
35.9375,3.14,-1.38249024308
37.5,3.14,-0.0880538630772
39.0625,3.14,0.683773704996
40.625,3.14,1.67632430993
42.1875,3.14,0.553815768301
43.75,3.14,-1.43465677095
45.3125,3.14,-1.05654037705
46.875,3.14,-0.268476445703
48.4375,3.14,0.347534032622
0,3.15,1.08256547733
1.5625,3.15,1.78862043079
3.125,3.15,0.128657007174
4.6875,3.15,-1.30205938951
6.25,3.15,-0.534097686303
7.8125,3.15,-0.0129976996461
9.375,3.15,0.51121579052
10.9375,3.15,1.48168830797
12.5,3.15,1.2892831023
14.0625,3.15,-0.560333686376
15.625,3.15,-0.918129410258
17.1875,3.15,-0.0248119903153
18.75,3.15,0.409392286355
20.3125,3.15,0.699773366606
21.875,3.15,1.3664195382
23.4375,3.15,1.5965470327
25,3.15,0.171757938517
26.5625,3.15,-0.764045629598
28.125,3.15,-0.10850701877
29.6875,3.15,0.603792360046
31.25,3.15,1.94305004065
32.8125,3.15,1.70622799144
34.375,3.15,-0.872681318052
35.9375,3.15,-1.38668045992
37.5,3.15,-0.0887608303918
39.0625,3.15,0.683522173981
40.625,3.15,1.67802653905
42.1875,3.15,0.554428687046
43.75,3.15,-1.43568377803
45.3125,3.15,-1.05671764081
46.875,3.15,-0.268242787206
48.4375,3.15,0.346738388391
0,3.16,1.08058861639
1.5625,3.16,1.79123853721
3.125,3.16,0.13341196748
4.6875,3.16,-1.302466304
6.25,3.16,-0.535073425235
7.8125,3.16,-0.01385927567
9.375,3.16,0.509737674952
10.9375,3.16,1.4802334586
12.5,3.16,1.29321677131
14.0625,3.16,-0.556970986858
15.625,3.16,-0.920161976645
17.1875,3.16,-0.0254590690308
18.75,3.16,0.408496402898
20.3125,3.16,0.698323213193
21.875,3.16,1.363131159
23.4375,3.16,1.59895725615
25,3.16,0.175728640644
26.5625,3.16,-0.766429929411
28.125,3.16,-0.113121504233
29.6875,3.16,0.600721092072
31.25,3.16,1.94016846321
32.8125,3.16,1.71121024226
34.375,3.16,-0.869107194788
35.9375,3.16,-1.39086711173
37.5,3.16,-0.0894678615206
39.0625,3.16,0.683269910072
40.625,3.16,1.67972913082
42.1875,3.16,0.55504537471
43.75,3.16,-1.43670567744
45.3125,3.16,-1.05689426558
46.875,3.16,-0.26800566039
48.4375,3.16,0.345940223793
0,3.17,1.07859991596
1.5625,3.17,1.79384144219
3.125,3.17,0.138183514351
4.6875,3.17,-1.30286011041
6.25,3.17,-0.536059802326
7.8125,3.17,-0.0147212904035
9.375,3.17,0.508264097178
10.9375,3.17,1.47876268933
12.5,3.17,1.2971434286
14.0625,3.17,-0.553590727796
15.625,3.17,-0.922193466055
17.1875,3.17,-0.0261126093408
18.75,3.17,0.40760464318
20.3125,3.17,0.696885823957
21.875,3.17,1.35984130968
23.4375,3.17,1.60134717751
25,3.17,0.179705242029
26.5625,3.17,-0.768798147874
28.125,3.17,-0.117739748868
29.6875,3.17,0.597660880927
31.25,3.17,1.93726863634
32.8125,3.17,1.71617686321
34.375,3.17,-0.865519566606
35.9375,3.17,-1.39504999735
37.5,3.17,-0.0901749579797
39.0625,3.17,0.683016878156
40.625,3.17,1.68143206967
42.1875,3.17,0.5556658844
43.75,3.17,-1.43772247816
45.3125,3.17,-1.05707026062
46.875,3.17,-0.267765047038
48.4375,3.17,0.345139532785
0,3.18,1.07659944156
1.5625,3.18,1.79642903532
3.125,3.18,0.142971587037
4.6875,3.18,-1.30324068173
6.25,3.18,-0.537056870648
7.8125,3.18,-0.0155837304278
9.375,3.18,0.506795065021
10.9375,3.18,1.47727606816
12.5,3.18,1.3010629849
14.0625,3.18,-0.550192968492
15.625,3.18,-0.924223777525
17.1875,3.18,-0.0267726445652
18.75,3.18,0.406716978687
20.3125,3.18,0.695461084989
21.875,3.18,1.3565501571
23.4375,3.18,1.60371686338
25,3.18,0.183687573461
26.5625,3.18,-0.771150332781
28.125,3.18,-0.122361667092
29.6875,3.18,0.594611705646
31.25,3.18,1.93435074212
32.8125,3.18,1.72112776083
34.375,3.18,-0.861918634165
35.9375,3.18,-1.39922891595
37.5,3.18,-0.0908821216265
39.0625,3.18,0.68276304323
40.625,3.18,1.68313533963
42.1875,3.18,0.556290268955
43.75,3.18,-1.43873418874
45.3125,3.18,-1.05724563526
46.875,3.18,-0.267520929163
48.4375,3.18,0.344336309345
0,3.19,1.07458725941
1.5625,3.19,1.79900120615
3.125,3.19,0.147776124276
4.6875,3.19,-1.30360789072
6.25,3.19,-0.538064683377
7.8125,3.19,-0.0164465822444
9.375,3.19,0.505330585703
10.9375,3.19,1.47577366369
12.5,3.19,1.30497535089
14.0625,3.19,-0.546777768676
15.625,3.19,-0.926252809811
17.1875,3.19,-0.0274392074199
18.75,3.19,0.405833380714
20.3125,3.19,0.694048882216
21.875,3.19,1.35325786642
23.4375,3.19,1.60606638147
25,3.19,0.18767546675
26.5625,3.19,-0.7734865333
28.125,3.19,-0.126987172658
29.6875,3.19,0.591573544566
31.25,3.19,1.93141496274
32.8125,3.19,1.72606284237
34.375,3.19,-0.85830459726
35.9375,3.19,-1.40340366703
37.5,3.19,-0.0915893546676
39.0625,3.19,0.682508370407
40.625,3.19,1.68483892434
42.1875,3.19,0.556918580943
43.75,3.19,-1.43974081734
45.3125,3.19,-1.05742039893
46.875,3.19,-0.267273289015
48.4375,3.19,0.343530547474
0,3.2,1.07256343643
1.5625,3.2,1.80155784416
3.125,3.2,0.152597064294
4.6875,3.2,-1.30396160998
6.25,3.2,-0.539083293782
7.8125,3.2,-0.0173098322795
9.375,3.2,0.503870665848
10.9375,3.2,1.47425554512
12.5,3.2,1.30888043723
14.0625,3.2,-0.543345188501
15.625,3.2,-0.928280461387
17.1875,3.2,-0.0281123300239
18.75,3.2,0.404953820367
20.3125,3.2,0.692649101421
21.875,3.2,1.34996460111
23.4375,3.2,1.60839580059
25,3.2,0.191668754733
26.5625,3.2,-0.775806799953
28.125,3.2,-0.13161617866
29.6875,3.2,0.58854637534
31.25,3.2,1.92846148043
32.8125,3.2,1.73098201572
34.375,3.2,-0.854677654801
35.9375,3.2,-1.4075740505
37.5,3.2,-0.0922966596662
39.0625,3.2,0.682252824912
40.625,3.2,1.68654280705
42.1875,3.2,0.557550872657
43.75,3.2,-1.44074237167
45.3125,3.2,-1.05759456111
46.875,3.2,-0.267022109078
48.4375,3.2,0.342722241198
0,3.21,1.0705280402
1.5625,3.21,1.80409883879
3.125,3.21,0.157434344799
4.6875,3.21,-1.30430171191
6.25,3.21,-0.540112755219
7.8125,3.21,-0.0181734668873
9.375,3.21,0.502415311484
10.9375,3.21,1.47272178225
12.5,3.21,1.31277815456
14.0625,3.21,-0.539895288541
15.625,3.21,-0.930306630445
17.1875,3.21,-0.0287920439047
18.75,3.21,0.404078268557
20.3125,3.21,0.691261628263
21.875,3.21,1.34667052298
23.4375,3.21,1.61070519064
25,3.21,0.19566727128
26.5625,3.21,-0.778111184594
28.125,3.21,-0.136248597547
29.6875,3.21,0.585530174943
31.25,3.21,1.92549047746
32.8125,3.21,1.73588518948
34.375,3.21,-0.851038004802
35.9375,3.21,-1.41173986664
37.5,3.21,-0.0930040395491
39.0625,3.21,0.681996372083
40.625,3.21,1.68824697066
42.1875,3.21,0.55818719612
43.75,3.21,-1.44173885906
45.3125,3.21,-1.05776813138
46.875,3.21,-0.266767372077
48.4375,3.21,0.341911384569
0,3.22,1.06848113904
1.5625,3.22,1.80662407947
3.125,3.22,0.162287902988
4.6875,3.22,-1.30462806877
6.25,3.22,-0.541153121117
7.8125,3.22,-0.0190374723541
9.375,3.22,0.500964528041
10.9375,3.22,1.47117244546
12.5,3.22,1.31666841351
14.0625,3.22,-0.536428129792
15.625,3.22,-0.932331214899
17.1875,3.22,-0.0294783800055
18.75,3.22,0.403206696001
20.3125,3.22,0.689886348291
21.875,3.22,1.34337579212
23.4375,3.22,1.61299462258
25,3.22,0.199670851302
26.5625,3.22,-0.780399740379
28.125,3.22,-0.140884341133
29.6875,3.22,0.582524919684
31.25,3.22,1.92250213618
32.8125,3.22,1.74077227293
34.375,3.22,-0.847385844365
35.9375,3.22,-1.41590091617
37.5,3.22,-0.0937114976147
39.0625,3.22,0.681738977367
40.625,3.22,1.68995139767
42.1875,3.22,0.558827603075
43.75,3.22,-1.44273028639
45.3125,3.22,-1.05794111941
46.875,3.22,-0.266509060974
48.4375,3.22,0.341097971668
0,3.23,1.06642280191
1.5625,3.23,1.80913345559
3.125,3.23,0.167157675541
4.6875,3.23,-1.30494055265
6.25,3.23,-0.542204444973
7.8125,3.23,-0.0199018349018
9.375,3.23,0.499518320354
10.9375,3.23,1.46960760572
12.5,3.23,1.3205511247
14.0625,3.23,-0.532943773665
15.625,3.23,-0.934354112384
17.1875,3.23,-0.0301713686909
18.75,3.23,0.402339073222
20.3125,3.23,0.688523146962
21.875,3.23,1.34008056694
23.4375,3.23,1.61526416844
25,3.23,0.203679330755
26.5625,3.23,-0.782672521749
28.125,3.23,-0.145523320602
29.6875,3.23,0.57953058521
31.25,3.23,1.91949663892
32.8125,3.23,1.74564317606
34.375,3.23,-0.843721369659
35.9375,3.23,-1.42005700028
37.5,3.23,-0.0944190375396
39.0625,3.23,0.681480606327
40.625,3.23,1.69165607022
42.1875,3.23,0.55947214499
43.75,3.23,-1.44371666017
45.3125,3.23,-1.05811353493
46.875,3.23,-0.266247158975
48.4375,3.23,0.340281996604
0,3.24,1.0643530985
1.5625,3.24,1.81162685653
3.125,3.24,0.172043598621
4.6875,3.24,-1.30523903552
6.25,3.24,-0.543266780339
7.8125,3.24,-0.020766540692
9.375,3.24,0.498076692662
10.9375,3.24,1.46802733459
12.5,3.24,1.32442619871
14.0625,3.24,-0.529442281989
15.625,3.24,-0.93637522026
17.1875,3.24,-0.0308710397539
18.75,3.24,0.401475370546
20.3125,3.24,0.687171909663
21.875,3.24,1.33678500417
23.4375,3.24,1.61751390123
25,3.24,0.207692546647
26.5625,3.24,-0.7849295844
28.125,3.24,-0.150165446525
29.6875,3.24,0.576547146523
31.25,3.24,1.91647416807
32.8125,3.24,1.75049780955
34.375,3.24,-0.840044775914
35.9375,3.24,-1.42420792062
37.5,3.24,-0.0951266633858
39.0625,3.24,0.681221224634
40.625,3.24,1.6933609701
42.1875,3.24,0.560120873055
43.75,3.24,-1.44469798647
45.3125,3.24,-1.05828538777
46.875,3.24,-0.265981649527
48.4375,3.24,0.339463453518
0,3.25,1.06227209915
1.5625,3.25,1.81410417168
3.125,3.25,0.176945607876
4.6875,3.25,-1.30552338921
6.25,3.25,-0.544340180814
7.8125,3.25,-0.0216315758296
9.375,3.25,0.49663964861
10.9375,3.25,1.46643170425
12.5,3.25,1.32829354614
14.0625,3.25,-0.525923717003
15.625,3.25,-0.938394435611
17.1875,3.25,-0.0315774224219
18.75,3.25,0.400615558107
20.3125,3.25,0.685832521722
21.875,3.25,1.33348925884
23.4375,3.25,1.61974389503
25,3.25,0.211710337044
26.5625,3.25,-0.787170985258
28.125,3.25,-0.154810628865
29.6875,3.25,0.573574577979
31.25,3.25,1.91343490601
32.8125,3.25,1.75533608481
34.375,3.25,-0.836356257399
35.9375,3.25,-1.42835347936
37.5,3.25,-0.095834379608
39.0625,3.25,0.680960798072
40.625,3.25,1.69506607872
42.1875,3.25,0.560773838177
43.75,3.25,-1.44567427095
45.3125,3.25,-1.05845668784
46.875,3.25,-0.265712516323
48.4375,3.25,0.338642336583
0,3.26,1.06017987488
1.5625,3.26,1.8165652904
3.125,3.26,0.181863638436
4.6875,3.26,-1.30579348542
6.25,3.26,-0.545424700036
7.8125,3.26,-0.0224969263664
9.375,3.26,0.49520719125
10.9375,3.26,1.46482078744
12.5,3.26,1.33215307757
14.0625,3.26,-0.522388141357
15.625,3.26,-0.940411655248
17.1875,3.26,-0.0322905453638
18.75,3.26,0.399759605838
20.3125,3.26,0.684504868428
21.875,3.26,1.33019348429
23.4375,3.26,1.62195422485
25,3.26,0.215732541074
26.5625,3.26,-0.78939678246
28.125,3.26,-0.159458776989
29.6875,3.26,0.570612853307
31.25,3.26,1.91037903512
32.8125,3.26,1.76015791396
34.375,3.26,-0.832656007411
35.9375,3.26,-1.43249347917
37.5,3.26,-0.09654219106
39.0625,3.26,0.680699292534
40.625,3.26,1.69677137714
42.1875,3.26,0.561431090985
43.75,3.26,-1.44664551887
45.3125,3.26,-1.05862744512
46.875,3.26,-0.265439743301
48.4375,3.26,0.337818640008
0,3.27,1.0580764974
1.5625,3.27,1.81901010209
3.125,3.27,0.186797624913
4.6875,3.27,-1.30604919578
6.25,3.27,-0.546520391668
7.8125,3.27,-0.0233625783053
9.375,3.27,0.493779323044
10.9375,3.27,1.4631946575
12.5,3.27,1.33600470357
14.0625,3.27,-0.518835618111
15.625,3.27,-0.942426775711
17.1875,3.27,-0.0330104366964
18.75,3.27,0.398907483479
20.3125,3.27,0.683188835049
21.875,3.27,1.32689783217
23.4375,3.27,1.62414496673
25,3.27,0.219758998935
26.5625,3.27,-0.79160703532
28.125,3.27,-0.16410979968
29.6875,3.27,0.567661945609
31.25,3.27,1.90730673779
32.8125,3.27,1.76496320987
34.375,3.27,-0.82894421826
35.9375,3.27,-1.43662772332
37.5,3.27,-0.0972501030017
39.0625,3.27,0.680436674023
40.625,3.27,1.69847684607
42.1875,3.27,0.562092681824
43.75,3.27,-1.44761173508
45.3125,3.27,-1.05879766971
46.875,3.27,-0.265163314648
48.4375,3.27,0.336992358036
0,3.28,1.0559620391
1.5625,3.28,1.82143849617
3.125,3.28,0.191747501402
4.6875,3.28,-1.30629039181
6.25,3.28,-0.547627309391
7.8125,3.28,-0.0242285176043
9.375,3.28,0.49235604586
10.9375,3.28,1.46155338837
12.5,3.28,1.33984833473
14.0625,3.28,-0.515266210726
15.625,3.28,-0.944439693272
17.1875,3.28,-0.033737123991
18.75,3.28,0.398059160573
20.3125,3.28,0.681884306847
21.875,3.28,1.32360245244
23.4375,3.28,1.62631619763
25,3.28,0.2237895519
26.5625,3.28,-0.793801804311
28.125,3.28,-0.168763605145
29.6875,3.28,0.564721827375
31.25,3.28,1.90421819638
32.8125,3.28,1.76975188611
34.375,3.28,-0.825221081256
35.9375,3.28,-1.44075601564
37.5,3.28,-0.0979581211057
