noise,alpha,L2_global,L2_line,L1,Linf,L2,RMSE,SDE,CV_percent
0.01,0.01,0.06916029328881887,0.14541557685814616,0.12550430151850817,0.21719787965588067,0.14541557685814616,0.14541557685814616,0.0760781315996811,2.6848468673336003
0.03,0.005994842503189409,0.0600393318015726,0.12999944858374177,0.10942143442552288,0.20018449707929875,0.12999944858374177,0.12999944858374177,0.07481239440171253,2.640178176352659
0.05,0.005994842503189409,0.0662970932477148,0.14045349393603254,0.11875266451322422,0.21413422019650685,0.14045349393603254,0.14045349393603254,0.07914745311540453,2.7931652248307524
