wJ,alpha,rel_u,rel_f,terminal_misfit_pinn,objective_rollout,h1_rollout,tikhonov_rollout,final_state_rel
1000,2.73841963426e-06,0.356023342753,31.9858064122,0.000412255234551,0.00104971559244,26577.1062391,0.0738289851395,0.136337582261
