x,u0_true,u0_pred,abs_error
0,0,-0.000635259784758,0.000635259784758
0.0250000003725,0.00222268840298,0.00153397675604,0.000688711646944
0.0500000007451,0.00445019174367,0.00380002614111,0.000650165602565
0.0750000029802,0.00668735057116,0.00616554077715,0.000521809794009
0.10000000149,0.00893906038254,0.00863247271627,0.000306587666273
0.125,0.0112103065476,0.01120225247,8.05407762527e-06
0.15000000596,0.0135061703622,0.0138757592067,0.000369588844478
0.17499999702,0.0158318765461,0.0166525617242,0.000820685178041
0.20000000298,0.0181928090751,0.0195311233401,0.00133831426501
0.225000008941,0.0205945242196,0.0225084796548,0.00191395543516
0.25,0.0230427701026,0.0255796536803,0.0025368835777
0.27500000596,0.0255435165018,0.0287377759814,0.00319425947964
0.300000011921,0.0281029231846,0.0319730192423,0.00387009605765
0.325000017881,0.0307273473591,0.0352730304003,0.00454568304121
0.34999999404,0.0334233120084,0.038622058928,0.00519874691963
0.375,0.0361974239349,0.0420002192259,0.00580279529095
0.40000000596,0.0390563011169,0.0453839078546,0.00632760673761
0.425000011921,0.0420063734055,0.0487446710467,0.00673829764128
0.450000017881,0.0450536683202,0.0520492941141,0.00699562579393
0.47499999404,0.0482034087181,0.0552592873573,0.00705587863922
0.5,0.0514595098794,0.0583305507898,0.00687104091048
0.525000035763,0.0548237636685,0.0612133592367,0.00638959556818
0.550000011921,0.0582946948707,0.0638525038958,0.00555780902505
0.574999988079,0.0618659928441,0.0661874189973,0.00432142615318
0.600000023842,0.0655241459608,0.0681525245309,0.00262837857008
0.625,0.0692451298237,0.0696780532598,0.000432923436165
0.650000035763,0.0729898139834,0.0706912726164,0.00229854136705
0.675000011921,0.0766974389553,0.0711182877421,0.00557915121317
0.699999988079,0.0802766382694,0.0708857551217,0.00939088314772
0.725000023842,0.0835935473442,0.0699239224195,0.0136696249247
0.75,0.0864560380578,0.0681694298983,0.0182866081595
0.775000035763,0.0885950997472,0.0655696168542,0.023025482893
0.800000011921,0.0896444395185,0.0620858855546,0.0275585539639
0.824999988079,0.0891245380044,0.0576979033649,0.0314266346395
0.850000023842,0.0864423215389,0.0524077862501,0.0340345352888
0.875,0.0809268727899,0.0462423972785,0.0346844755113
0.900000035763,0.0719275996089,0.0392564795911,0.0326711200178
0.925000011921,0.0589953847229,0.0315325893462,0.0274627953768
0.949999988079,0.0421292036772,0.0231798812747,0.0189493224025
0.975000023842,0.0219999756664,0.0143319806084,0.007667995058
